,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
723,10321,21745075,3150,1.0,1,770,8,7.0,55,0,0,0,1,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
725,10056,45314323,2400,1.0,1,775,2,2.0,95,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
732,6114,24897371,3200,1.0,1,670,1,7.0,29,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
733,6120,99809658,4495,1.0,1,778,3,34.0,13,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
734,2802,62297362,3150,1.0,1,700,12,8.0,32,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
738,4624,37809936,3950,1.0,1,737,1,9.0,19,1,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
743,6702,4611940,4000,1.0,1,850,7,12.0,34,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
752,3074,81409333,5950,1.0,1,732,8,16.0,10,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
756,151,69979707,7500,1.0,1,992,5,14.0,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
765,9475,33299325,4686,1.0,1,759,43,7.0,8,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
768,1792,88586001,4500,1.0,1,938,1,7.0,180,0,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
771,2636,84454968,3000,1.0,1,703,4,5.0,27,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
773,877,67734427,4650,1.0,1,670,2,20.0,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
774,8560,96815644,3350,1.0,1,714,5,16.0,26,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
780,9921,34603884,2950,1.0,1,819,11,4.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
781,53,27660845,6250,1.0,1,987,2,6.0,8,0,1,1,1,1,1,0,0,Midtown,All Midtown,Manhattan
785,4917,66540513,4750,1.0,1,851,7,9.0,12,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
787,5280,54929391,2495,1.0,1,600,3,6.0,76,1,0,1,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
789,10930,66274788,2150,1.0,1,600,5,2.0,126,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
796,9136,67242797,3400,1.0,1,623,2,11.0,89,0,0,0,1,1,0,0,1,Midtown,All Midtown,Manhattan
800,8158,66831238,2690,1.0,1,600,1,9.0,87,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
801,3397,98000268,2000,1.0,1,600,8,2.0,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
809,2629,21179223,2990,1.0,1,504,6,4.0,113,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
813,11,61960846,6995,1.0,1,800,2,30.0,86,0,0,0,1,1,0,0,1,Central Park South,All Midtown,Manhattan
814,8504,99714138,6500,1.0,1,1218,2,5.0,101,0,1,0,1,1,0,1,0,Tribeca,All Downtown,Manhattan
818,10085,46290466,5700,1.0,1,940,2,14.0,13,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
819,4970,90060271,3900,1.0,1,560,2,1.0,106,0,1,0,0,0,0,0,1,West Village,All Downtown,Manhattan
822,6592,31656128,4195,1.0,1,700,7,8.0,6,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
824,1117,30786789,3800,1.0,1,900,2,3.0,52,0,1,1,1,1,1,0,1,Greenwich Village,All Downtown,Manhattan
825,2697,93049001,3410,1.0,1,850,3,6.0,66,0,1,1,1,1,1,0,1,Chelsea,All Downtown,Manhattan
832,1028,42531018,3000,1.0,1,600,5,10.0,30,0,0,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
834,6268,45901651,2400,1.0,1,600,3,3.0,96,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
835,7423,88341214,3000,1.0,1,615,12,4.0,8,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
840,4308,32042715,3800,1.0,1,850,4,6.0,85,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
842,3924,56891296,3800,1.0,1,800,5,6.0,104,1,0,1,1,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
849,3794,21144835,4280,1.0,1,875,43,27.0,10,0,0,1,1,1,1,0,0,Battery Park City,All Downtown,Manhattan
853,10700,24021567,4275,1.0,1,735,4,36.0,47,1,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
858,8259,54052503,2050,1.0,1,450,6,1.0,106,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
863,3893,86743159,4565,1.0,1,642,7,6.0,5,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
864,3126,6219388,3800,1.0,1,840,4,12.0,55,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
873,6788,29790601,3100,1.0,1,849,7,3.0,12,0,0,1,1,1,0,0,0,Roosevelt Island,All Upper East Side,Manhattan
880,4631,85066873,5940,1.0,1,709,3,30.0,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
882,9786,73995803,3500,1.0,1,700,3,12.0,29,0,0,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
887,319,58656833,4140,1.0,1,825,5,11.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
888,8720,28946905,3876,1.0,1,529,1,8.0,29,1,1,0,1,1,1,0,1,Chelsea,All Downtown,Manhattan
894,6414,83895297,3595,1.0,1,773,4,23.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
899,8370,32563451,3300,1.0,1,649,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
900,5060,91980725,3750,1.0,2,820,5,22.0,86,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
904,1338,93814173,7795,1.0,1,800,2,21.0,11,0,0,1,1,1,1,0,1,Midtown,All Midtown,Manhattan
906,2932,67594835,3500,1.0,1,650,11,16.0,31,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
909,3743,72456140,3642,1.0,1,610,8,19.0,41,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
911,191,40895680,3900,1.0,1,801,2,6.0,84,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
913,1123,62297362,3500,1.0,1,725,12,23.0,32,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
924,5670,54696794,3365,1.0,1,637,10,6.0,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
929,2650,50113493,3705,1.0,1,697,5,11.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
930,2405,31656128,4216,1.0,1,744,7,5.0,6,0,0,0,0,0,0,1,0,Gramercy Park,All Downtown,Manhattan
933,2464,46855510,3395,1.0,1,800,3,14.0,76,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
937,5592,88369521,2800,1.0,1,670,3,3.0,106,0,0,1,0,1,1,0,1,Chelsea,All Downtown,Manhattan
945,10515,16552082,3575,1.0,1,705,5,6.0,30,0,0,1,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
954,4067,17437963,3150,1.0,1,560,2,4.0,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
955,1519,24236066,4050,1.0,1,762,3,19.0,29,1,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
959,10147,37204663,3900,1.0,1,884,10,37.0,27,0,0,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
960,3888,50384576,3595,1.0,1,735,4,6.0,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
963,3573,75474741,2495,1.0,1,550,2,3.0,116,0,0,0,0,1,0,0,0,East Village,All Downtown,Manhattan
965,8058,3032139,3645,1.0,1,600,2,8.0,99,1,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
968,5301,71378125,5110,1.0,1,745,2,18.0,0,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
969,2935,60777971,2550,1.0,1,550,3,8.0,58,0,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
970,4571,49880750,2900,1.0,1,550,1,6.0,51,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
971,4372,11602431,4650,1.0,1,942,1,4.0,25,0,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
977,10429,19335948,3500,1.0,1,693,3,3.0,15,1,1,0,0,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
979,89,88770113,2215,1.0,1,710,5,7.0,7,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
981,5187,62828354,3325,1.0,1,628,6,5.0,14,1,1,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
982,10675,84666551,4250,1.0,1,809,7,21.0,33,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
994,689,37570207,5999,1.0,1,1000,6,8.0,33,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
998,5963,59912681,3500,1.0,1,947,4,2.0,8,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
1010,552,67242797,3750,1.0,1,800,2,15.0,89,0,0,0,1,1,0,0,0,Midtown,All Midtown,Manhattan
1011,10925,40428982,3195,1.0,1,720,2,9.0,103,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1012,1004,52180312,4700,1.0,1,707,2,3.0,8,0,0,0,0,0,1,0,0,Chelsea,All Downtown,Manhattan
1016,8057,70960798,3515,1.0,1,750,1,8.0,116,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1017,677,43656940,5850,1.0,1,942,9,5.0,86,0,1,0,1,1,1,0,1,Midtown East,All Midtown,Manhattan
1018,4647,9252609,3850,1.0,1,770,6,4.0,59,0,1,1,1,1,1,0,0,Midtown East,All Midtown,Manhattan
1019,295,7741293,6350,1.0,2,1014,3,3.0,8,0,1,0,1,1,0,0,1,Chelsea,All Downtown,Manhattan
1021,7388,20667322,4000,1.0,1,750,2,14.0,14,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
1023,2581,69837186,3645,1.0,1,674,4,4.0,28,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1024,5493,41489105,3725,1.0,1,591,6,7.0,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1026,2949,70744959,2650,1.0,1,625,17,3.0,96,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1030,4055,52866187,3700,1.0,1,700,10,24.0,13,1,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan
1031,6975,41878042,4500,1.0,1,733,6,11.0,2,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
1035,878,67734427,4350,1.0,1,715,2,15.0,17,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1044,6047,96355438,6118,1.0,1,909,1,11.0,6,0,0,1,0,0,1,0,0,Tribeca,All Downtown,Manhattan
1047,338,27580462,3850,1.0,1,780,6,17.0,28,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1048,8276,76516983,5395,1.0,1,558,3,5.0,2,1,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1052,10744,7123559,1443,1.0,1,550,4,3.0,101,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1053,8727,57396368,2795,1.0,1,800,6,4.0,106,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1061,3780,22319464,5155,1.0,1,812,5,33.0,44,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1065,7357,43473685,3750,1.0,1,646,3,17.0,11,0,0,0,1,0,0,0,0,Midtown South,All Midtown,Manhattan
1066,4769,8168447,4995,1.0,1,725,4,10.0,24,1,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
1068,10986,48187816,7500,1.0,1,1052,4,32.0,33,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
1074,3696,16552082,4195,1.0,1,854,5,27.0,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1077,3031,89350374,3865,1.0,1,910,5,8.0,1,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
1078,6942,92994390,5935,1.0,1,926,5,11.0,9,1,0,0,0,0,1,0,0,Tribeca,All Downtown,Manhattan
1079,5792,17128212,4950,1.0,2,981,9,5.0,8,1,0,1,1,1,0,1,1,Midtown West,All Midtown,Manhattan
1080,10979,35526201,4600,1.0,1,900,5,4.0,12,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1084,1943,89055400,3550,1.0,1,581,5,7.0,37,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1087,5900,41878042,4600,1.0,1,717,6,8.0,2,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
1090,8432,71664054,3150,1.0,1,750,3,3.0,106,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1091,6324,7300021,3400,1.0,1,700,1,3.0,15,1,1,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan
1092,9001,95712765,2200,1.0,1,675,1,2.0,106,0,1,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
1093,10141,75848925,3300,1.0,1,694,0,9.0,87,0,1,1,1,1,1,0,0,Financial District,All Downtown,Manhattan
1097,3313,72311220,6500,1.0,1,1100,4,18.0,43,0,0,1,0,0,1,0,0,Upper East Side,All Upper East Side,Manhattan
1106,4716,87880183,3250,1.0,1,700,8,6.0,33,0,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
1110,7918,17201350,3495,1.0,1,800,9,3.0,36,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
1114,7217,20136117,4995,1.0,1,947,5,7.0,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1115,221,40895680,2900,1.0,1,600,2,9.0,84,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1116,3302,18290816,3184,1.0,1,696,2,4.0,48,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1135,10781,43382944,2300,1.0,1,611,9,6.0,12,1,1,1,1,1,0,0,1,East Harlem,All Upper Manhattan,Manhattan
1146,9783,37773081,3250,1.0,1,900,2,1.0,91,0,0,0,0,0,0,0,0,Morningside Heights,All Upper Manhattan,Manhattan
1149,1509,23395007,1990,1.0,1,475,10,1.0,106,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1154,7818,10969521,2600,1.0,1,650,6,1.0,106,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1155,9850,89055400,6725,1.0,1,1021,5,18.0,37,1,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1159,7320,37809936,3640,1.0,1,664,1,8.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1163,1778,3032139,3285,1.0,1,586,2,4.0,99,1,0,1,0,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
1165,9620,24990628,3950,1.0,1,714,4,6.0,19,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1167,6662,36199025,3840,1.0,1,709,8,11.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1169,6805,67391787,2100,1.0,1,500,8,4.0,115,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1173,7547,69928473,3550,1.0,1,900,2,6.0,89,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1175,5937,15484219,5500,1.0,1,925,3,4.0,101,0,1,1,1,1,1,1,1,Tribeca,All Downtown,Manhattan
1178,7503,81758515,5150,1.0,1,679,3,17.0,11,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1179,1691,47607639,3965,1.0,1,629,7,25.0,39,1,0,0,0,0,0,1,0,Midtown East,All Midtown,Manhattan
1187,8269,70711994,2850,1.0,1,488,1,17.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
1188,1941,49241044,1987,1.0,1,850,2,3.0,88,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
1189,971,20979506,3600,1.0,1,668,5,7.0,30,0,0,0,1,1,1,0,0,Battery Park City,All Downtown,Manhattan
1194,864,17226690,4410,1.0,1,802,2,10.0,89,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1197,2036,13046465,3500,1.0,1,678,5,7.0,85,1,1,1,0,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
1198,8393,77635520,4000,1.0,1,672,15,30.0,43,1,0,0,1,1,0,0,0,Midtown East,All Midtown,Manhattan
1201,388,90482091,3750,1.0,1,679,3,30.0,86,0,1,1,1,1,0,0,1,Financial District,All Downtown,Manhattan
1207,1611,74867133,4590,1.0,1,730,3,12.0,89,1,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
1213,8387,78299686,2950,1.0,1,587,3,22.0,36,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1214,6779,19187364,3600,1.0,1,775,4,9.0,85,0,0,1,1,1,0,0,1,Financial District,All Downtown,Manhattan
1215,6140,75412170,3730,1.0,1,740,2,28.0,9,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1221,3796,80177329,3850,1.0,1,817,2,4.0,85,1,1,0,0,1,1,0,0,Upper West Side,All Upper West Side,Manhattan
1227,3368,50130886,3295,1.0,1,628,6,31.0,37,0,1,1,1,1,1,1,1,Midtown East,All Midtown,Manhattan
1232,6505,4014792,4400,1.0,1,692,2,8.0,29,0,1,1,1,1,1,0,1,Tribeca,All Downtown,Manhattan
1234,7054,17285306,1950,1.0,1,596,5,3.0,57,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1235,5772,45594544,3850,1.0,1,675,5,3.0,61,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
1238,6421,97925272,4100,1.0,1,944,8,13.0,69,1,0,0,1,1,0,0,0,Stuyvesant Town/PCV,All Downtown,Manhattan
1240,10302,25710991,4200,1.0,1,535,0,7.0,4,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1241,299,47607639,3825,1.0,1,764,7,5.0,39,1,0,0,0,0,1,0,0,Midtown East,All Midtown,Manhattan
1242,1822,88586001,5250,1.0,1,1158,1,8.0,180,0,0,0,0,1,0,0,0,Financial District,All Downtown,Manhattan
1250,1598,49239817,3800,1.0,1,700,13,5.0,9,0,0,0,0,1,1,0,0,Midtown West,All Midtown,Manhattan
1251,8826,58993577,3342,1.0,1,648,14,18.0,30,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1254,7851,22319464,4965,1.0,1,812,5,32.0,44,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1263,5001,61087133,2750,1.0,1,550,8,1.0,96,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1270,10894,89055400,3700,1.0,1,600,5,9.0,37,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1274,8877,70500903,3300,1.0,1,650,10,5.0,18,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1275,2717,57342866,2350,1.0,1,771,5,16.0,58,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1281,8519,84789849,4600,1.0,1,960,5,22.0,9,0,1,1,1,1,0,0,0,Midtown,All Midtown,Manhattan
1282,7922,34508511,3400,1.0,1,850,3,7.0,87,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1285,1110,21179223,3715,1.0,1,591,6,11.0,113,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1289,10053,28668251,1600,1.0,1,450,3,3.0,116,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
1296,2769,56026936,2795,1.0,1,700,9,13.0,42,0,0,1,0,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
1297,1662,49664770,3211,1.0,1,775,2,17.0,53,1,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
1303,7425,17183665,4400,1.0,1,750,2,2.0,30,0,0,0,0,1,0,0,0,Flatiron,All Downtown,Manhattan
1306,9744,36199025,3895,1.0,1,650,8,27.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1310,5174,42671203,5495,1.0,1,1000,2,7.0,86,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1313,2784,62881266,2595,1.0,1,600,2,4.0,116,0,0,0,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
1314,3073,23018449,5500,1.0,1,1000,2,4.0,116,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1315,7594,67242797,5000,1.0,1,550,2,18.0,89,1,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
1316,6367,61476204,4150,1.0,1,640,3,14.0,9,1,0,1,0,1,1,0,0,Upper East Side,All Upper East Side,Manhattan
1320,7285,17437963,3100,1.0,1,575,2,5.0,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1322,4421,68568907,3995,1.0,1,589,4,11.0,7,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1323,35,83895297,3875,1.0,1,653,4,14.0,18,1,1,1,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1325,2212,87356164,3775,1.0,1,609,12,12.0,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1332,8551,9925024,6800,1.0,2,1233,3,6.0,52,1,1,1,1,1,0,0,1,Tribeca,All Downtown,Manhattan
1339,8629,38230508,3775,1.0,1,632,2,30.0,41,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1345,4625,74148646,3805,1.0,1,698,6,3.0,14,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1346,10293,84789849,5950,1.0,1,988,5,33.0,9,1,0,0,0,0,0,0,0,Midtown,All Midtown,Manhattan
1350,5394,40961352,3195,1.0,1,800,4,6.0,56,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1355,1745,33783231,2995,1.0,1,670,8,10.0,28,0,0,0,1,1,1,0,1,Midtown West,All Midtown,Manhattan
1356,10494,87213935,5300,1.0,1,960,2,7.0,106,0,0,0,1,0,0,1,0,Chelsea,All Downtown,Manhattan
1361,4023,14686975,3990,1.0,2,1000,8,24.0,18,1,1,0,1,1,0,0,0,Upper East Side,All Upper East Side,Manhattan
1369,8219,11059692,4195,1.0,1,885,6,14.0,60,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1372,9463,62828354,3405,1.0,1,591,6,14.0,14,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1375,858,21396750,7995,1.0,1,990,2,12.0,53,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1379,5998,5379987,2595,1.0,1,800,3,2.0,93,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1382,9401,55918091,3465,1.0,1,804,14,3.0,55,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1385,2144,76149482,3500,1.0,1,600,2,32.0,28,0,0,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan
1392,10506,50113493,3505,1.0,1,754,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1400,8565,80330303,5995,1.0,2,970,2,2.0,124,1,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
1401,6301,22290764,3700,1.0,1,655,5,8.0,29,0,0,0,0,1,0,1,1,Upper West Side,All Upper West Side,Manhattan
1402,8912,94352271,6000,1.0,1,945,5,7.0,84,0,0,1,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
1405,7257,11477008,2050,1.0,1,900,3,2.0,106,0,0,0,1,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1407,8566,17437963,3150,1.0,1,575,2,11.0,86,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1409,9062,66566183,5018,1.0,1,737,1,3.0,6,1,0,0,0,0,1,0,0,East Village,All Downtown,Manhattan
1410,1809,55818615,5900,1.0,1,811,6,31.0,5,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
1414,5505,74905869,4585,1.0,1,900,3,5.0,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
1415,1,84644014,3500,1.0,1,850,3,18.0,54,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1419,1449,50130886,3500,1.0,1,710,6,10.0,37,0,0,1,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1420,3613,73474708,2950,1.0,1,700,5,2.0,6,0,0,1,0,0,1,0,0,Midtown West,All Midtown,Manhattan
1425,3519,48581821,2300,1.0,1,500,9,2.0,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1433,6005,25127990,3500,1.0,1,600,2,81.0,114,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1434,1556,65827777,5600,1.0,1,800,5,4.0,86,0,0,0,1,1,0,0,0,West Village,All Downtown,Manhattan
1435,4700,84207688,3000,1.0,0,526,4,4.0,45,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1438,1000,4895162,5250,1.0,1,850,4,11.0,93,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1439,8801,23176151,2925,1.0,1,650,5,6.0,31,1,0,1,0,0,1,0,0,Battery Park City,All Downtown,Manhattan
1440,893,49239817,3500,1.0,1,700,13,23.0,9,1,0,0,1,1,0,0,0,Midtown West,All Midtown,Manhattan
1441,2260,63857454,3900,1.0,1,719,3,23.0,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1443,8298,76129068,2299,1.0,1,700,3,3.0,86,0,0,1,1,1,0,1,0,Midtown East,All Midtown,Manhattan
1444,3963,58993577,3495,1.0,1,708,14,11.0,30,1,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
1449,681,13334366,5200,1.0,1,691,3,29.0,7,0,0,1,1,1,1,0,1,Midtown,All Midtown,Manhattan
1450,3807,36677865,6000,1.0,1,802,2,48.0,6,0,1,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1452,2225,50384576,3575,1.0,1,735,4,5.0,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1458,8334,80017880,3395,1.0,1,700,12,33.0,27,0,1,0,1,1,0,0,1,Midtown East,All Midtown,Manhattan
1463,6135,19335948,3325,1.0,1,607,3,9.0,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1464,4338,41878042,3995,1.0,1,602,6,2.0,2,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
1465,9368,38566138,3000,1.0,1,650,11,7.0,50,0,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan
1468,3997,26358664,3392,1.0,1,769,2,6.0,47,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
