game_id,year_id,fran_id,opp_fran,game_location,is_playoffs,pts,opp_pts,game_result,forecast,point_diff
196911080CHI,1970,Celtics,Bulls,A,0,87,103,L,0.52794403,-16
196911080PHI,1970,Thunder,Sixers,A,0,125,117,W,0.22127646,8
196911080DLC,1970,Spurs,Condors,H,0,120,137,L,0.71994859,-17
196911090LAL,1970,Knicks,Lakers,A,0,112,102,W,0.4906289000000001,10
196911090NYA,1970,Nets,Colonels,H,0,116,128,L,0.37475052,-12
196911110BOS,1970,Celtics,Bucks,H,0,118,129,L,0.77681082,-11
196911110CHI,1970,Thunder,Bulls,A,0,100,106,L,0.30588073,-6
196911110SFW,1970,Knicks,Warriors,A,0,116,103,W,0.65664732,13
196911110DLC,1970,Spurs,Stars,H,0,117,122,L,0.69651687,-5
196911110WSA,1970,Nets,Squires,A,0,101,102,L,0.10872215,-1
196911120CIN,1970,Celtics,Kings,A,0,107,116,L,0.48030174,-9
196911120DLC,1970,Spurs,Squires,H,0,122,104,W,0.537058,18
196911120LAS,1970,Nets,Stars,A,0,126,132,L,0.17407399,-6
196911130NYK,1970,Knicks,Bulls,H,0,114,99,W,0.87302709,15
196911130SEA,1970,Thunder,Pistons,H,0,117,113,W,0.66167456,4
196911140BOS,1970,Celtics,Wizards,H,0,108,109,L,0.63727534,-1
196911140SDR,1970,Thunder,Rockets,A,0,112,148,L,0.40377492,-36
196911140DNR,1970,Nets,Nuggets,A,0,83,100,L,0.20015508,-17
196911140LAS,1970,Spurs,Stars,A,0,96,94,W,0.40580636,2
196911150NYK,1970,Knicks,Celtics,H,0,113,98,W,0.83846009,15
196911150NYK,1970,Celtics,Knicks,A,0,98,113,L,0.16153991,-15
196911150SEA,1970,Thunder,Sixers,H,0,146,136,W,0.49463233,10
196911150DLC,1970,Spurs,Sounds,H,0,98,101,L,0.62476778,-3
196911160DNR,1970,Spurs,Nuggets,A,0,87,89,L,0.44501632,-2
196911160NYA,1970,Nets,Squires,H,0,117,121,L,0.27727193,-4
196911180BOS,1970,Celtics,Suns,H,0,120,119,W,0.82949674,1
196911180NYK,1970,Knicks,Kings,H,0,112,94,W,0.8873120000000001,18
196911190BOS,1970,Celtics,Bulls,H,0,122,106,W,0.69871634,16
196911190SEA,1970,Thunder,Hawks,H,0,116,137,L,0.52743119,-21
196911190NYA,1970,Nets,Floridians,H,0,115,110,W,0.41556570000000004,5
196911210PHI,1970,Knicks,Sixers,A,0,98,94,W,0.69817567,4
196911210SEA,1970,Thunder,Bucks,H,0,115,117,L,0.54891318,-2
196911210SFW,1970,Celtics,Warriors,A,0,115,118,L,0.45320326,-3
196911210DLC,1970,Spurs,Nuggets,H,0,100,103,L,0.7125861,-3
196911210NYA,1970,Nets,Stars,H,0,94,83,W,0.42073753,11
196911220NYK,1970,Knicks,Suns,H,0,128,114,W,0.94094479,14
196911220SDR,1970,Celtics,Rockets,A,0,116,125,L,0.47744393,-9
196911230SEA,1970,Celtics,Thunder,A,0,125,116,W,0.53127921,9
196911230SEA,1970,Thunder,Celtics,H,0,116,125,L,0.46872082,-9
196911230DLC,1970,Spurs,Squires,H,0,121,117,W,0.58363897,4
196911230NYA,1970,Nets,Condors,H,0,120,106,W,0.43998715,14
196911240SDR,1970,Thunder,Rockets,A,0,105,112,L,0.27918172,-7
196911240NOB,1970,Spurs,Sounds,A,0,79,81,L,0.30365467,-2
196911250NYK,1970,Knicks,Lakers,H,0,103,96,W,0.81927127,7
196911250SEA,1970,Thunder,Warriors,H,0,106,114,L,0.53147274,-8
196911260ATL,1970,Knicks,Hawks,A,0,138,108,W,0.69395959,30
196911260BOS,1970,Celtics,Sixers,H,0,114,135,L,0.68356085,-21
196911260NYA,1970,Nets,Spirits,H,0,114,92,W,0.51405436,22
196911280BOS,1970,Celtics,Hawks,H,0,105,130,L,0.67755979,-25
196911280CIN,1970,Knicks,Kings,A,0,106,105,W,0.7065748000000001,1
196911280DLC,1970,Spurs,Nuggets,H,0,103,109,L,0.69689733,-6
196911280NYA,1970,Nets,Pacers,H,0,121,113,W,0.27280286,8
196911290BAL,1970,Celtics,Wizards,A,0,121,106,W,0.21287292,15
196911290NYK,1970,Knicks,Pistons,H,0,98,110,L,0.93603557,-12
196911290SEA,1970,Thunder,Suns,H,0,130,129,W,0.69496959,1
196911290CAR,1970,Nets,Spirits,A,0,100,96,W,0.29730511,4
196911300PHO,1970,Thunder,Suns,A,0,108,116,L,0.42498022,-8
196911300NYA,1970,Nets,Condors,H,0,106,103,W,0.55010128,3
196912020NYK,1970,Thunder,Knicks,A,0,109,129,L,0.074554384,-20
196912020NYK,1970,Knicks,Thunder,H,0,129,109,W,0.92544562,20
196912020DLC,1970,Nets,Spurs,A,0,108,120,L,0.23185509,-12
196912020DLC,1970,Spurs,Nets,H,0,120,108,W,0.76814491,12
196912030BOS,1970,Celtics,Wizards,H,0,113,105,W,0.52449977,8
196912030CIN,1970,Thunder,Kings,A,0,118,117,W,0.2313078,1
196912030DLC,1970,Spurs,Colonels,H,0,109,123,L,0.59340125,-14
196912030LAS,1970,Nets,Stars,A,0,108,97,W,0.26033705,11
196912040ATL,1970,Thunder,Hawks,A,0,111,119,L,0.20422953,-8
196912040DLC,1970,Spurs,Pacers,H,0,112,103,W,0.45566159,9
196912050BAL,1970,Knicks,Wizards,A,0,116,107,W,0.55028963,9
196912050BOS,1970,Celtics,Sixers,H,0,104,105,L,0.62306535,-1
196912050MIL,1970,Thunder,Bucks,A,0,98,131,L,0.23227799,-33
196912050CAR,1970,Spurs,Spirits,A,0,108,97,W,0.47951758,11
196912050NYA,1970,Nets,Sounds,H,0,102,107,L,0.4199383,-5
196912060BAL,1970,Thunder,Wizards,A,0,132,129,W,0.14907938,3
196912060CHI,1970,Celtics,Bulls,A,0,114,116,L,0.41740322,-2
196912060NYK,1970,Knicks,Bucks,H,0,124,99,W,0.86875713,25
196912070NYA,1970,Nets,Nuggets,H,0,102,96,W,0.48630494,6
196912070WSA,1970,Spurs,Squires,A,0,143,92,W,0.30755335,51
196912090NYK,1970,Knicks,Kings,H,0,101,103,L,0.87851757,-2
196912090SEA,1970,Thunder,Pistons,H,0,109,104,W,0.55967903,5
196912090DLC,1970,Spurs,Spirits,H,0,117,122,L,0.80048323,-5
196912100BOS,1970,Celtics,Lakers,H,0,111,99,W,0.6208024000000001,12
196912100MIL,1970,Knicks,Bucks,A,0,96,95,W,0.67199051,1
196912100NYA,1970,Spurs,Nets,A,0,122,115,W,0.5558002,7
196912100NYA,1970,Nets,Spurs,H,0,115,122,L,0.44419977,-7
196912110SEA,1970,Knicks,Thunder,A,0,105,112,L,0.79062736,-7
196912110SEA,1970,Thunder,Knicks,H,0,112,105,W,0.20937261,7
196912110MMF,1970,Nets,Floridians,A,0,126,133,L,0.35282892,-7
196912120BOS,1970,Celtics,Rockets,H,0,107,104,W,0.73041427,3
196912120SEA,1970,Thunder,Suns,H,0,116,130,L,0.62062341,-14
196912120CAR,1970,Spurs,Spirits,A,0,95,101,L,0.53920883,-6
196912120NOB,1970,Nets,Sounds,A,0,117,113,W,0.15822721,4
196912130NYK,1970,Knicks,Sixers,H,0,93,100,L,0.80633467,-7
196912130INA,1970,Spurs,Pacers,A,0,106,101,W,0.24747151,5
196912130KEN,1970,Nets,Colonels,A,0,116,111,W,0.21452308,5
196912140LAL,1970,Thunder,Lakers,A,0,127,131,L,0.22465235,-4
196912140MMF,1970,Spurs,Floridians,A,0,115,119,L,0.57197738,-4
196912160BOS,1970,Celtics,Pistons,H,0,117,98,W,0.75173223,19
196912160NYK,1970,Knicks,Hawks,H,0,124,125,L,0.85099179,-1
196912160SFW,1970,Thunder,Warriors,A,0,119,125,L,0.24127454,-6
196912160DLC,1970,Spurs,Pacers,H,0,104,108,L,0.53493971,-4
196912170BOS,1970,Celtics,Bucks,H,0,106,124,L,0.63444448,-18
196912170SEA,1970,Thunder,Kings,H,0,117,104,W,0.48323721,13
196912170NYA,1970,Nets,Sounds,H,0,100,111,L,0.40665147,-11
196912180DNR,1970,Nets,Nuggets,A,0,105,108,L,0.24454695,-3
196912190CHI,1970,Knicks,Bulls,A,0,108,99,W,0.67332458,9
196912190MIL,1970,Celtics,Bucks,A,0,111,115,L,0.30134106,-4
196912190SEA,1970,Thunder,Sixers,H,0,123,116,W,0.36620975,7
196912190PTP,1970,Nets,Condors,A,0,124,126,L,0.34886175,-2
196912200ATL,1970,Celtics,Hawks,A,0,106,122,L,0.39073032,-16
196912200NYK,1970,Knicks,Wizards,H,0,128,91,W,0.79566687,37
196912200KEN,1970,Nets,Colonels,A,0,125,134,L,0.22161293,-9
196912210SEA,1970,Thunder,Rockets,H,0,112,96,W,0.55076206,16
196912210NYA,1970,Nets,Colonels,H,0,105,107,L,0.46324494,-2
196912230BOS,1970,Celtics,Bulls,H,0,117,112,W,0.70090419,5
196912230SFW,1970,Thunder,Warriors,A,0,115,119,L,0.29719913,-4
196912230DNR,1970,Spurs,Nuggets,A,0,96,102,L,0.39334053,-6
196912230NYA,1970,Nets,Spirits,H,0,104,125,L,0.61261165,-21
196912250NYK,1970,Knicks,Pistons,H,0,112,111,W,0.90112466,1
196912250PHO,1970,Celtics,Suns,A,0,116,127,L,0.46520942,-11
196912260LAL,1970,Knicks,Lakers,A,0,106,114,L,0.63032055,-8
196912260SEA,1970,Thunder,Celtics,H,0,112,122,L,0.54691601,-10
196912260SEA,1970,Celtics,Thunder,A,0,122,112,W,0.45308399,10
196912260NYA,1970,Nets,Squires,H,0,113,124,L,0.46035191,-11
196912270NYK,1970,Thunder,Knicks,A,0,117,119,L,0.10290086,-2
196912270NYK,1970,Knicks,Thunder,H,0,119,117,W,0.89709914,2
196912270SDR,1970,Celtics,Rockets,A,0,111,110,W,0.39958954,1
196912270DLC,1970,Spurs,Floridians,H,0,152,125,W,0.79441696,27
196912280LAL,1970,Celtics,Lakers,A,0,99,109,L,0.34360933,-10
196912280PHO,1970,Knicks,Suns,A,0,135,116,W,0.70775986,19
196912280MMF,1970,Spurs,Floridians,A,0,136,134,W,0.56984097,2
196912280NYA,1970,Nets,Condors,H,0,134,128,W,0.59204084,6
196912300NYK,1970,Knicks,Bulls,H,0,116,96,W,0.88330227,20
196912300SEA,1970,Thunder,Suns,H,0,134,121,W,0.61884087,13
196912300NYA,1970,Nets,Sounds,H,0,110,102,W,0.34137657,8
196912310BOS,1970,Celtics,Pistons,H,0,124,121,W,0.7641198,3
197001010SEA,1970,Thunder,Bulls,H,0,111,114,L,0.61702263,-3
197001020DET,1970,Celtics,Pistons,A,0,110,92,W,0.51254958,18
197001020MIL,1970,Knicks,Bucks,A,0,105,118,L,0.51809418,-13
197001020INA,1970,Nets,Pacers,A,0,125,112,W,0.10730529,13
197001030NYK,1970,Knicks,Celtics,H,0,104,111,L,0.82477015,-7
197001030NYK,1970,Celtics,Knicks,A,0,111,104,W,0.17522985,7
197001030SEA,1970,Thunder,Lakers,H,0,109,126,L,0.47201937,-17
197001030CAR,1970,Nets,Spirits,A,0,91,100,L,0.34310251,-9
197001030DLC,1970,Spurs,Stars,H,0,139,137,W,0.74637938,2
197001040DET,1970,Thunder,Pistons,A,0,110,116,L,0.39075809999999994,-6
197001040PHI,1970,Celtics,Sixers,A,0,120,130,L,0.28705281,-10
197001040DNR,1970,Spurs,Nuggets,A,0,85,122,L,0.35601366,-37
197001040MMF,1970,Nets,Floridians,A,0,104,124,L,0.38954693,-20
197001060ATL,1970,Thunder,Hawks,A,0,97,101,L,0.23808932,-4
197001060BAL,1970,Knicks,Wizards,A,0,129,99,W,0.53869343,30
197001060DLC,1970,Spurs,Squires,H,0,138,120,W,0.68703443,18
197001070BOS,1970,Celtics,Hawks,H,0,106,112,L,0.68216646,-6
197001070SFW,1970,Knicks,Warriors,A,0,99,94,W,0.66350949,5
197001070LAS,1970,Spurs,Stars,A,0,114,112,W,0.48890382,2
197001070NYA,1970,Nets,Condors,H,0,133,124,W,0.65139842,9
197001090BOS,1970,Celtics,Wizards,H,0,130,142,L,0.63152862,-12
197001090PHI,1970,Thunder,Sixers,A,0,135,132,W,0.14478332,3
197001090SFW,1970,Knicks,Warriors,A,0,123,93,W,0.68703896,30
197001090DLC,1970,Spurs,Squires,H,0,124,125,L,0.71938229,-1
197001090NYA,1970,Nets,Pacers,H,0,104,111,L,0.31477425,-7
197001100DET,1970,Thunder,Pistons,A,0,128,129,L,0.40085107,-1
197001100MIL,1970,Celtics,Bucks,A,0,109,124,L,0.24081635,-15
197001100SDR,1970,Knicks,Rockets,A,0,115,123,L,0.68405735,-8
197001100DLC,1970,Spurs,Floridians,H,0,138,114,W,0.79325092,24
197001100PTP,1970,Nets,Condors,A,0,143,139,W,0.39445734,4
197001120NYK,1970,Knicks,Suns,H,0,130,114,W,0.8891167,16
197001130BOS,1970,Celtics,Thunder,H,0,111,102,W,0.75659949,9
197001130BOS,1970,Thunder,Celtics,A,0,102,111,L,0.24340051,-9
197001130NOB,1970,Nets,Sounds,A,0,106,126,L,0.20365196,-20
197001130WSA,1970,Spurs,Squires,A,0,121,122,L,0.46428066,-1
197001140BOS,1970,Celtics,Pistons,H,0,123,118,W,0.75196314,5
197001140PHI,1970,Thunder,Sixers,A,0,122,110,W,0.16479099,12
197001140CAR,1970,Nets,Spirits,A,0,107,112,L,0.31303871,-5
197001140DLC,1970,Spurs,Condors,H,0,130,116,W,0.83273482,14
197001150DNR,1970,Spurs,Nuggets,A,0,123,126,L,0.30596906,-3
197001150KEN,1970,Nets,Colonels,A,0,124,132,L,0.21223319,-8
197001160BOS,1970,Celtics,Lakers,H,0,103,108,L,0.57834685,-5
197001160CHI,1970,Thunder,Bulls,A,0,119,103,W,0.2995826,16
197001160DET,1970,Knicks,Pistons,A,0,104,102,W,0.74779475,2
197001160NYA,1970,Nets,Floridians,H,0,114,109,W,0.62509781,5
197001170PHO,1970,Thunder,Suns,A,0,134,131,W,0.3657881,3
197001180BOS,1970,Knicks,Celtics,A,0,102,109,L,0.64102054,-7
197001180BOS,1970,Celtics,Knicks,H,0,109,102,W,0.35897943,7
197001180LAS,1970,Spurs,Stars,A,0,124,137,L,0.48838639,-13
197001180NYA,1970,Nets,Pacers,H,0,111,129,L,0.32103816,-18
197001200DLC,1970,Spurs,Stars,H,0,141,119,W,0.72470582,22
197001220CIN,1970,Celtics,Kings,A,0,104,111,L,0.41937113,-7
197001220PHO,1970,Thunder,Suns,A,0,120,129,L,0.38020933,-9
197001230BOS,1970,Celtics,Pistons,H,0,105,109,L,0.74902654,-4
197001230CHI,1970,Knicks,Bulls,A,0,120,117,W,0.68899059,3
197001230LAL,1970,Thunder,Lakers,A,0,100,128,L,0.23071438,-28
197001240NYK,1970,Knicks,Rockets,H,0,127,114,W,0.87442279,13
197001240SEA,1970,Thunder,Lakers,H,0,121,122,L,0.46315742,-1
197001250BOS,1970,Knicks,Celtics,A,0,102,96,W,0.64104223,6
197001250BOS,1970,Celtics,Knicks,H,0,96,102,L,0.35895777,-6
197001250DNR,1970,Spurs,Nuggets,A,0,118,127,L,0.28213167,-9
197001250NYA,1970,Nets,Pacers,H,0,96,83,W,0.29033065,13
197001270NYK,1970,Knicks,Celtics,H,0,133,100,W,0.85696775,33
197001270NYK,1970,Celtics,Knicks,A,0,100,133,L,0.14303225,-33
197001280BOS,1970,Celtics,Sixers,H,0,112,100,W,0.45919719,12
197001280SEA,1970,Thunder,Hawks,H,0,120,119,W,0.57258922,1
197001280NYA,1970,Nets,Colonels,H,0,107,108,L,0.50143856,-1
197001290NYK,1970,Knicks,Pistons,H,0,127,106,W,0.89879847,21
197001290SEA,1970,Thunder,Warriors,H,0,105,101,W,0.68914717,4
197001300BOS,1970,Celtics,Kings,H,0,108,103,W,0.6693359,5
197001300PHI,1970,Knicks,Sixers,A,0,104,100,W,0.51272726,4
197001300SDR,1970,Thunder,Rockets,A,0,117,119,L,0.37233001,-2
197001300DLC,1970,Spurs,Stars,H,0,127,121,W,0.70963055,6
197001300NYA,1970,Nets,Nuggets,H,0,115,98,W,0.36120632,17
197001310BAL,1970,Celtics,Wizards,A,0,117,120,L,0.29932874,-3
197001310NYK,1970,Knicks,Bulls,H,0,123,104,W,0.90123999,19
197001310DLC,1970,Nets,Spurs,A,0,113,108,W,0.22913688,5
197001310DLC,1970,Spurs,Nets,H,0,108,113,L,0.77086312,-5
197002010BOS,1970,Celtics,Warriors,H,0,105,123,L,0.75034386,-18
197002010DET,1970,Knicks,Pistons,A,0,117,111,W,0.74099642,6
197002010SEA,1970,Thunder,Bucks,H,0,118,116,W,0.36081031,2
197002030BAL,1970,Thunder,Wizards,A,0,120,115,W,0.22507417,5
197002030BOS,1970,Celtics,Bulls,H,0,93,85,W,0.68672156,8
197002030NYK,1970,Knicks,Warriors,H,0,118,98,W,0.90243405,20
197002030CAR,1970,Nets,Spirits,A,0,91,105,L,0.3234427,-14
197002030DLC,1970,Spurs,Pacers,H,0,126,122,W,0.49281159,4
197002040ATL,1970,Knicks,Hawks,A,0,96,111,L,0.71439213,-15
197002040CIN,1970,Thunder,Kings,A,0,121,115,W,0.36496949,6
197002040INA,1970,Nets,Pacers,A,0,102,92,W,0.15792989999999998,10
197002060BOS,1970,Celtics,Thunder,H,0,127,117,W,0.64663702,10
197002060BOS,1970,Thunder,Celtics,A,0,117,127,L,0.35336298,-10
197002060CIN,1970,Knicks,Kings,A,0,135,92,W,0.70882368,43
197002060DLC,1970,Spurs,Sounds,H,0,132,124,W,0.63621402,8
197002060NYA,1970,Nets,Squires,H,0,114,110,W,0.55865896,4
197002070DET,1970,Thunder,Pistons,A,0,109,113,L,0.38953322,-4
197002070NYK,1970,Knicks,Kings,H,0,121,114,W,0.90124571,7
197002080BOS,1970,Celtics,Kings,H,0,130,117,W,0.70680654,13
197002080SEA,1970,Thunder,Sixers,H,0,118,117,W,0.45871645,1
197002080NYA,1970,Nets,Spirits,H,0,95,88,W,0.62665486,7
197002100BOS,1970,Celtics,Suns,H,0,117,122,L,0.66337764,-5
197002100DLC,1970,Spurs,Floridians,H,0,151,128,W,0.83536392,23
197002110NYK,1970,Knicks,Celtics,H,0,118,125,L,0.87478948,-7
197002110NYK,1970,Celtics,Knicks,A,0,125,118,W,0.12521052,7
197002110SEA,1970,Thunder,Wizards,H,0,119,117,W,0.48466238,2
197002130PHI,1970,Knicks,Sixers,A,0,151,106,W,0.53296655,45
197002130SEA,1970,Thunder,Wizards,H,0,141,138,W,0.49911478,3
197002140MIL,1970,Celtics,Bucks,A,0,117,127,L,0.18452126,-10
197002140NYK,1970,Knicks,Sixers,H,0,116,114,W,0.83131135,2
197002140DLC,1970,Spurs,Nets,H,0,112,106,W,0.73316532,6
197002140DLC,1970,Nets,Spurs,A,0,106,112,L,0.26683468,-6
197002150ATL,1970,Celtics,Hawks,A,0,125,146,L,0.36529237,-21
197002150MMF,1970,Nets,Floridians,A,0,108,100,W,0.51975679,8
197002160BOS,1970,Celtics,Warriors,H,0,117,114,W,0.73193771,3
197002160NYA,1970,Nets,Squires,H,0,117,114,W,0.51860577,3
197002170NYK,1970,Knicks,Lakers,H,0,114,93,W,0.80364859,21
197002170SEA,1970,Thunder,Suns,H,0,118,129,L,0.66553766,-11
197002170CAR,1970,Nets,Spirits,A,0,108,103,W,0.40877903,5
197002170NOB,1970,Spurs,Sounds,A,0,122,119,W,0.38495195,3
197002180PHO,1970,Celtics,Suns,A,0,116,113,W,0.38084751,3
197002180SDR,1970,Thunder,Rockets,A,0,119,122,L,0.42310971,-3
197002180PTP,1970,Nets,Condors,A,0,116,110,W,0.51511824,6
197002200SEA,1970,Thunder,Celtics,H,0,125,127,L,0.58490562,-2
197002200SEA,1970,Celtics,Thunder,A,0,127,125,W,0.41509438,2
197002200DLC,1970,Spurs,Colonels,H,0,142,138,W,0.71929598,4
197002210MIL,1970,Thunder,Bucks,A,0,127,140,L,0.14983261,-13
197002210NYK,1970,Knicks,Hawks,H,0,106,122,L,0.8635776,-16
197002210SFW,1970,Celtics,Warriors,A,0,111,116,L,0.49667102,-5
197002220BAL,1970,Knicks,Wizards,A,0,104,110,L,0.54134023,-6
197002220LAL,1970,Celtics,Lakers,A,0,96,108,L,0.28175479,-12
197002220SEA,1970,Thunder,Warriors,H,0,131,127,W,0.68562561,4
197002220CAR,1970,Nets,Spirits,A,0,97,101,L,0.4209708,-4
197002240NYK,1970,Knicks,Suns,H,0,121,105,W,0.87093532,16
197002240SEA,1970,Thunder,Warriors,H,0,130,122,W,0.69445944,8
197002240WSA,1970,Spurs,Squires,A,0,130,115,W,0.34024876,15
197002250BOS,1970,Celtics,Rockets,H,0,147,124,W,0.72220153,23
197002250SEA,1970,Thunder,Hawks,H,0,120,112,W,0.50359577,8
197002250LAS,1970,Spurs,Stars,A,0,147,142,W,0.54431993,5
197002250NYA,1970,Nets,Colonels,H,0,117,114,W,0.63163441,3
197002270BOS,1970,Celtics,Suns,H,0,125,134,L,0.6771825,-9
197002270SFW,1970,Thunder,Warriors,A,0,107,99,W,0.46209967,8
197002270DLC,1970,Spurs,Spirits,H,0,103,110,L,0.78675812,-7
197002270NYA,1970,Nets,Floridians,H,0,122,113,W,0.80977571,9
197002280NYK,1970,Knicks,Wizards,H,0,115,101,W,0.76906204,14
197002280SEA,1970,Thunder,Bulls,H,0,140,104,W,0.69989514,36
197002280PTP,1970,Spurs,Condors,A,0,128,123,W,0.6481446,5
197002280WSA,1970,Nets,Squires,A,0,116,119,L,0.27722138,-3
197003010BOS,1970,Celtics,Lakers,H,0,114,120,L,0.54813534,-6
197003010NYA,1970,Spurs,Nets,A,0,111,128,L,0.46880251,-17
197003010NYA,1970,Nets,Spurs,H,0,128,111,W,0.53119749,17
197003030NYK,1970,Knicks,Warriors,H,0,115,100,W,0.92031348,15
197003030SEA,1970,Thunder,Rockets,H,0,126,114,W,0.72604501,12
197003030DLC,1970,Spurs,Nuggets,H,0,142,130,W,0.57656163,12
197003040BOS,1970,Celtics,Warriors,H,0,115,110,W,0.76241153,5
197003040INA,1970,Nets,Pacers,A,0,97,105,L,0.27325213,-8
197003060NYK,1970,Knicks,Rockets,H,0,107,103,W,0.90593058,4
197003060PHI,1970,Celtics,Sixers,A,0,134,150,L,0.25854075,-16
197003060SEA,1970,Thunder,Kings,H,0,126,122,W,0.68097615,4
197003060DLC,1970,Spurs,Spirits,H,0,94,98,L,0.76678663,-4
197003060NYA,1970,Nets,Condors,H,0,104,103,W,0.79870194,1
197003070PHI,1970,Knicks,Sixers,A,0,111,104,W,0.54925954,7
197003070DLC,1970,Spurs,Colonels,H,0,129,124,W,0.75994581,5
197003080BOS,1970,Celtics,Bucks,H,0,134,138,L,0.40623784,-4
197003080NYK,1970,Knicks,Sixers,H,0,116,133,L,0.80751628,-17
197003080SEA,1970,Thunder,Wizards,H,0,106,109,L,0.52571851,-3
197003080INA,1970,Spurs,Pacers,A,0,114,131,L,0.30950445,-17
197003080NYA,1970,Nets,Spirits,H,0,105,107,L,0.6578786999999999,-2
197003090MIL,1970,Thunder,Bucks,A,0,105,124,L,0.19077963,-19
197003100DET,1970,Celtics,Pistons,A,0,112,115,L,0.36838847,-3
197003100NYK,1970,Thunder,Knicks,A,0,99,117,L,0.15613711,-18
197003100NYK,1970,Knicks,Thunder,H,0,117,99,W,0.84386289,18
197003100DLC,1970,Spurs,Nuggets,H,0,124,116,W,0.6051361,8
197003110CIN,1970,Celtics,Kings,A,0,144,127,W,0.37129241,17
197003110NYA,1970,Nets,Stars,H,0,92,98,L,0.64110285,-6
197003130CHI,1970,Celtics,Bulls,A,0,113,134,L,0.43125242,-21
197003130NYK,1970,Thunder,Knicks,A,0,115,103,W,0.15038162,12
197003130NYK,1970,Knicks,Thunder,H,0,103,115,L,0.84961838,-12
197003130DLC,1970,Spurs,Squires,H,0,158,162,L,0.65546244,-4
197003130NYA,1970,Nets,Floridians,H,0,112,102,W,0.80395067,10
197003140SDR,1970,Knicks,Rockets,A,0,119,103,W,0.72942638,16
197003140DLC,1970,Spurs,Stars,H,0,125,130,L,0.69797516,-5
197003150BOS,1970,Celtics,Wizards,H,0,127,130,L,0.47990099,-3
197003150CIN,1970,Thunder,Kings,A,0,113,116,L,0.45264328,-3
197003150LAL,1970,Knicks,Lakers,A,0,101,106,L,0.49189025,-5
197003150KEN,1970,Spurs,Colonels,A,0,125,146,L,0.47355859999999994,-21
197003160NOB,1970,Spurs,Sounds,A,0,95,111,L,0.44592386,-16
197003170CHI,1970,Thunder,Bulls,A,0,109,102,W,0.39027911,7
197003170DET,1970,Knicks,Pistons,A,0,122,106,W,0.64356315,16
197003170SDR,1970,Celtics,Rockets,A,0,117,125,L,0.45868957,-8
197003180LAL,1970,Celtics,Lakers,A,0,137,122,W,0.21861333,15
197003180NYK,1970,Knicks,Bucks,H,0,108,116,L,0.70972073,-8
197003190PHO,1970,Celtics,Suns,A,0,123,127,L,0.36219221,-4
197003200ATL,1970,Knicks,Hawks,A,0,102,110,L,0.47974908,-8
197003200BOS,1970,Celtics,Thunder,H,0,119,123,L,0.58826888,-4
197003200BOS,1970,Thunder,Celtics,A,0,123,119,W,0.41173112,4
197003200DLC,1970,Spurs,Squires,H,0,155,157,L,0.5734762,-2
197003210NYK,1970,Knicks,Kings,H,0,120,136,L,0.85873479,-16
197003210DLC,1970,Spurs,Sounds,H,0,126,120,W,0.68261439,6
197003220BOS,1970,Knicks,Celtics,A,0,112,115,L,0.56024659,-3
197003220BOS,1970,Celtics,Knicks,H,0,115,112,W,0.43975341,3
197003220LAL,1970,Thunder,Lakers,A,0,118,121,L,0.31930786,-3
197003220INA,1970,Nets,Pacers,A,0,97,114,L,0.23492163,-17
197003220MMF,1970,Spurs,Floridians,A,0,155,160,L,0.63731837,-5
197003230NOB,1970,Spurs,Sounds,A,0,116,122,L,0.40838778,-6
197003240PTP,1970,Spurs,Condors,A,0,133,105,W,0.54147112,28
197003260NYK,1970,Knicks,Wizards,H,1,120,117,W,0.66372925,3
197003270BAL,1970,Knicks,Wizards,A,1,106,99,W,0.39370024,7
197003280DLC,1970,Spurs,Nuggets,H,0,150,126,W,0.51399297,24
197003280NOB,1970,Nets,Sounds,A,0,92,100,L,0.38535815,-8
197003290NYK,1970,Knicks,Wizards,H,1,113,127,L,0.69940209,-14
197003290MMF,1970,Nets,Floridians,A,0,119,96,W,0.56489038,23
197003310BAL,1970,Knicks,Wizards,A,1,92,102,L,0.36783665,-10
197003310DLC,1970,Spurs,Pacers,H,0,145,119,W,0.58782321,26
197004010LAS,1970,Nets,Stars,A,0,101,113,L,0.31397468,-12
197004020NYK,1970,Knicks,Wizards,H,1,101,80,W,0.62902606,21
197004030DLC,1970,Spurs,Squires,H,0,149,144,W,0.62899804,5
197004030DNR,1970,Nets,Nuggets,A,0,102,105,L,0.23325008,-3
197004040KEN,1970,Nets,Colonels,A,0,89,101,L,0.32989228,-12
197004050BAL,1970,Knicks,Wizards,A,1,87,96,L,0.38027471,-9
197004050INA,1970,Nets,Pacers,A,0,104,99,W,0.2711916,5
197004050LAS,1970,Spurs,Stars,A,0,131,127,W,0.37955695,4
197004060NYK,1970,Knicks,Wizards,H,1,127,114,W,0.64177972,13
197004070DLC,1970,Spurs,Colonels,H,0,112,118,L,0.70339674,-6
197004080DNR,1970,Spurs,Nuggets,A,0,113,152,L,0.29043709999999995,-39
197004080NYA,1970,Nets,Condors,H,0,107,117,L,0.81556427,-10
197004110NYK,1970,Knicks,Bucks,H,1,110,102,W,0.56011361,8
197004110DLC,1970,Spurs,Sounds,H,0,115,111,W,0.69114572,4
197004110PTP,1970,Nets,Condors,A,0,113,124,L,0.50405586,-11
197004120NYA,1970,Nets,Floridians,H,0,113,111,W,0.79852355,2
197004130NYK,1970,Knicks,Bucks,H,1,112,111,W,0.58190489,1
