price,type,sqfeet,beds,baths,lat,long
780,apartment,980,1,1.0,32.723,-97.4483
599,apartment,560,1,1.0,35.1617,-101.92
874,apartment,987,2,2.0,29.3595,-98.4499
725,apartment,711,1,1.0,31.535,-97.1899
915,apartment,965,2,2.0,29.5613,-97.9628
999,apartment,900,2,2.0,32.3068,-95.26
860,apartment,757,1,1.0,29.5298,-95.0334
848,apartment,916,3,1.0,29.3302,-98.5182
2080,apartment,1075,2,2.0,30.2559,-97.7474
886,apartment,790,1,1.0,33.5434,-101.934
460,apartment,320,0,1.0,30.6327,-96.3662
1355,apartment,717,1,1.0,32.8456,-96.7701
859,apartment,858,1,1.0,29.7149,-95.61200000000001
2000,townhouse,1670,3,2.5,29.7387,-95.4856
799,apartment,660,1,1.0,32.3068,-95.26
1025,apartment,726,1,1.0,31.8682,-102.39399999999999
1170,apartment,863,1,1.0,33.0581,-96.7964
775,apartment,650,1,1.0,29.5334,-98.4975
625,apartment,950,2,2.0,26.1948,-97.6781
670,apartment,905,2,2.0,33.6975,-101.905
1800,apartment,1064,3,2.0,31.8579,-102.352
1005,apartment,700,2,1.0,30.2456,-97.7383
425,apartment,534,1,1.0,31.1211,-97.905
979,apartment,1100,2,2.0,29.5463,-95.088
1250,apartment,585,1,1.0,,
995,apartment,728,1,1.0,30.2219,-97.7431
1100,apartment,828,1,1.0,,
1155,apartment,1070,2,1.5,30.3073,-97.6696
1160,house,1650,3,2.0,26.2557,-98.2384
1100,apartment,828,1,1.0,,
1599,apartment,751,1,1.0,32.7939,-96.8319
925,apartment,820,2,1.0,31.078000000000003,-97.7145
1242,apartment,975,2,1.5,29.8754,-97.9404
1335,apartment,905,2,0.0,32.939,-97.23299999999999
1160,apartment,1225,3,2.0,32.2947,-95.2788
945,apartment,1030,2,2.0,33.5544,-101.869
675,manufactured,1000,3,2.0,35.2225,-101.765
1501,townhouse,1300,3,2.0,29.2971,-94.8002
945,apartment,700,1,1.0,31.7346,-95.5332
499,apartment,964,1,1.0,29.8754,-97.9404
501,apartment,291,0,1.0,31.8123,-106.512
650,apartment,860,2,1.0,35.1653,-101.884
675,apartment,700,2,1.0,31.7089,-106.329
1275,apartment,1060,2,2.0,30.1876,-97.7472
615,apartment,364,0,1.0,35.1653,-101.884
670,apartment,650,2,1.0,31.7089,-106.329
925,apartment,820,2,1.0,31.078000000000003,-97.7145
865,apartment,814,1,1.0,27.5569,-99.4907
840,apartment,805,2,2.0,33.8633,-98.53399999999999
1182,apartment,662,1,1.0,32.8697,-96.9389
1235,apartment,1295,3,2.0,29.8754,-97.9404
1200,apartment,1150,3,2.0,29.5173,-98.3217
800,apartment,725,2,1.5,33.9519,-98.5145
839,apartment,1050,2,2.0,32.5036,-94.6771
475,apartment,525,1,1.0,31.1223,-97.7185
925,apartment,1076,2,1.0,29.7176,-95.5186
1150,apartment,966,2,2.0,29.7092,-98.0805
1100,apartment,1000,2,2.0,32.925,-96.8446
1915,apartment,931,1,1.0,30.2446,-97.7809
750,apartment,1008,2,1.5,31.8493,-106.455
1789,apartment,1403,3,2.0,29.8016,-95.4467
995,apartment,648,1,1.0,30.2219,-97.7431
1435,apartment,1150,3,2.0,31.5892,-99.6326
745,apartment,734,1,1.0,31.8197,-106.54899999999999
1126,apartment,975,2,1.0,29.5463,-95.088
650,condo,701,2,2.0,30.6045,-96.3123
509,apartment,700,2,2.0,34.9829,-101.902
619,apartment,616,1,1.0,30.6057,-96.3108
771,apartment,602,1,1.0,32.391999999999996,-99.7746
1045,apartment,765,2,1.0,32.8479,-96.97399999999999
735,apartment,750,1,1.0,30.1175,-94.1903
835,apartment,907,2,1.5,29.451,-98.6169
1368,apartment,785,1,1.0,30.4853,-97.8082
914,apartment,661,1,1.0,29.5298,-95.0334
966,apartment,926,2,2.0,29.5652,-98.4772
475,apartment,525,1,1.0,31.1223,-97.7185
499,apartment,964,1,1.0,29.8754,-97.9404
975,apartment,890,2,2.0,27.6758,-97.3475
860,apartment,1040,2,2.5,30.6189,-96.3154
833,apartment,667,1,1.0,29.5917,-98.4686
1185,apartment,597,1,1.0,32.830999999999996,-96.7692
800,apartment,725,2,1.5,33.9519,-98.5145
599,apartment,960,2,2.0,35.1617,-101.92
699,apartment,803,2,1.0,30.6045,-96.3123
1040,apartment,700,1,1.0,31.8792,-102.301
1799,house,1585,3,2.0,,
900,townhouse,1046,2,1.5,33.5593,-101.93700000000001
799,apartment,654,1,1.0,33.5195,-101.961
599,apartment,846,2,2.0,29.8929,-97.9363
1593,apartment,1154,2,2.0,30.4521,-97.7688
999,apartment,978,2,2.0,33.2493,-95.9097
775,duplex,980,2,1.0,31.070999999999998,-97.3898
699,apartment,880,2,2.0,30.6057,-96.3108
454,apartment,1150,4,2.0,31.5171,-97.1198
869,apartment,575,1,1.0,29.7363,-95.4898
700,apartment,725,2,1.5,33.9519,-98.5145
715,apartment,1500,3,3.5,29.8986,-97.9606
1385,condo,702,1,1.0,29.7594,-95.3594
740,apartment,856,2,1.0,32.4366,-99.79
840,apartment,597,1,1.0,29.5252,-98.34200000000001
1467,apartment,1479,4,2.0,29.8754,-97.9404
979,apartment,1100,2,2.0,29.5463,-95.088
1275,apartment,559,1,1.0,30.2455,-97.7478
700,apartment,275,0,1.0,27.6934,-97.3979
1072,apartment,720,1,1.0,32.6041,-96.8653
1615,apartment,1341,2,2.0,30.2257,-95.4924
819,apartment,950,2,1.0,29.8402,-95.3844
775,apartment,570,1,1.0,32.6757,-96.765
950,house,1650,3,2.0,33.5684,-101.86399999999999
807,apartment,1100,2,2.0,33.5196,-101.86200000000001
675,apartment,650,1,1.0,33.9519,-98.5145
2183,apartment,1260,2,2.0,32.0362,-102.081
700,apartment,985,2,2.0,26.2555,-98.2538
849,apartment,757,1,1.0,29.5334,-98.4975
795,apartment,652,1,1.0,27.6758,-97.3475
989,apartment,1100,2,2.0,28.8417,-96.9836
1565,condo,1250,2,2.5,31.8996,-102.35700000000001
919,apartment,725,1,1.0,29.5189,-98.6006
665,apartment,475,0,1.0,29.5244,-98.5801
639,apartment,950,2,2.0,27.5304,-97.8825
1080,apartment,931,2,2.0,32.7829,-97.1114
1490,apartment,818,1,1.0,30.2315,-97.7223
1630,apartment,1328,3,2.0,30.4254,-97.7195
1099,manufactured,1216,3,2.0,29.7229,-98.0742
1085,apartment,530,1,1.0,32.7887,-96.7676
700,apartment,650,1,1.5,33.9519,-98.5145
945,apartment,810,2,1.0,27.7395,-97.3674
625,apartment,650,1,1.0,33.8633,-98.53399999999999
1099,house,1571,3,2.0,30.0298,-97.8487
1703,apartment,759,1,1.0,32.0362,-102.081
1435,apartment,859,2,1.0,,
998,apartment,640,1,1.0,30.1308,-95.4726
885,apartment,600,1,1.0,32.6889,-97.0594
500,house,1070,2,2.0,32.5796,-99.6635
790,apartment,479,1,1.0,29.263,-94.8371
615,apartment,364,0,1.0,35.1653,-101.884
525,apartment,280,0,1.0,33.5704,-101.863
1965,apartment,1537,2,2.5,32.0124,-102.124
615,apartment,752,1,1.0,31.11,-97.7637
725,apartment,848,2,1.0,31.116,-97.6847
815,apartment,900,2,1.0,29.6482,-95.2195
819,apartment,753,2,1.0,27.677,-97.365
943,apartment,643,1,1.0,30.3649,-97.6827
1495,apartment,900,2,2.0,31.8816,-102.01299999999999
1076,apartment,657,1,1.0,30.2315,-97.7223
1475,apartment,1081,2,2.0,30.1743,-97.8225
660,apartment,689,2,1.0,31.8552,-106.435
795,apartment,830,2,2.0,32.2768,-95.3031
1095,apartment,1177,3,2.0,29.5395,-98.4194
895,apartment,550,1,1.0,29.8925,-97.94
1009,apartment,477,1,1.0,29.8754,-97.9404
599,apartment,617,1,1.0,30.5953,-96.3014
1200,manufactured,300,1,1.0,32.2787,-101.458
975,apartment,1500,2,2.5,29.3946,-100.939
1199,apartment,517,0,1.0,32.9682,-96.7942
1099,apartment,576,1,1.0,31.076999999999998,-97.3666
835,apartment,632,1,1.0,32.299,-95.2322
1035,apartment,1284,3,2.0,30.0775,-94.1708
795,duplex,800,2,1.0,29.2983,-94.79299999999999
765,apartment,637,1,1.0,27.7103,-97.4092
799,apartment,800,2,2.0,31.535,-97.1899
509,apartment,700,2,2.0,34.9829,-101.902
885,apartment,660,1,1.0,32.8958,-96.9744
389,apartment,1107,4,2.0,30.5922,-96.3276
585,apartment,404,1,1.0,31.8552,-106.435
1715,apartment,1430,3,2.0,29.9966,-97.8335
1145,apartment,742,1,1.0,31.8341,-102.416
789,apartment,597,1,1.0,29.5252,-98.34200000000001
1175,apartment,775,1,1.0,33.0005,-96.8314
950,condo,1180,2,2.0,29.7267,-95.5441
1050,apartment,1292,3,2.0,29.875,-97.9364
620,apartment,600,1,1.0,29.5189,-98.6006
575,apartment,800,2,1.0,26.1992,-98.1975
1480,apartment,672,1,1.0,30.2393,-97.7205
950,apartment,720,1,1.0,33.1499,-96.8241
789,manufactured,960,2,2.0,26.1906,-98.1164
2355,apartment,1628,3,2.5,30.249000000000002,-97.8414
585,apartment,404,1,1.0,31.8552,-106.435
599,apartment,846,2,2.0,29.8929,-97.9362
2020,house,1829,3,2.0,29.6283,-98.4445
945,apartment,958,2,2.0,33.8712,-98.5127
579,apartment,1386,4,4.0,29.5612,-98.6117
1150,apartment,652,1,1.0,30.2306,-97.8791
975,apartment,1150,3,2.0,26.1793,-98.0091
675,apartment,600,1,1.0,31.535,-97.1899
685,apartment,700,1,1.0,29.6708,-95.4353
800,apartment,750,3,2.0,30.6582,-96.3351
700,apartment,675,1,1.0,33.8633,-98.53399999999999
700,apartment,746,2,1.0,31.8552,-106.435
780,apartment,1200,2,2.5,31.8492,-106.455
711,apartment,650,1,1.0,35.2703,-101.943
730,apartment,750,1,1.0,30.1175,-94.1903
945,apartment,868,2,1.5,32.3025,-95.2788
1164,apartment,1051,2,2.0,29.5298,-95.0334
823,apartment,1086,3,2.0,31.3668,-94.7568
875,apartment,950,2,2.0,29.3309,-98.5054
1065,apartment,850,2,1.0,32.815,-96.9824
1105,apartment,1115,3,2.0,29.8754,-97.9404
750,apartment,510,1,1.0,32.7796,-97.3928
1305,apartment,1191,2,2.0,33.0198,-96.9925
1725,apartment,654,1,1.0,32.0364,-102.08
1500,apartment,1309,3,2.0,29.7055,-98.4191
1127,apartment,713,1,1.0,27.677,-97.365
595,apartment,725,1,1.0,30.651,-96.3336
620,house,770,2,2.0,30.2713,-97.7426
1320,apartment,725,1,1.0,32.7492,-96.8389
2500,apartment,1041,2,2.0,32.8038,-96.7851
850,apartment,924,2,1.0,32.7484,-97.2163
819,apartment,753,2,1.0,27.677,-97.365
349,apartment,275,0,1.0,33.5865,-101.861
771,apartment,602,1,1.0,32.3395,-99.6698
779,apartment,827,2,1.5,30.6045,-96.3123
1854,apartment,1066,2,0.0,31.8816,-102.01299999999999
1350,apartment,1184,2,2.0,30.2346,-97.7305
640,house,910,2,2.0,30.2713,-97.7426
730,apartment,750,1,1.0,30.1175,-94.1903
645,apartment,1437,4,4.5,29.8986,-97.9606
720,apartment,670,1,1.0,32.431999999999995,-99.7724
615,apartment,752,1,1.0,31.11,-97.7637
675,apartment,650,1,1.0,33.8633,-98.53399999999999
1011,apartment,863,2,0.0,29.8754,-97.9404
1250,townhouse,1143,3,2.0,27.4837,-97.8445
2500,house,1400,5,3.0,31.9721,-102.137
610,apartment,761,1,1.0,33.8487,-98.5015
959,apartment,607,1,1.0,29.8754,-97.9404
1020,manufactured,1152,3,2.0,32.2768,-95.3031
755,apartment,800,1,1.5,31.8365,-106.555
806,apartment,756,1,1.0,31.070999999999998,-97.3898
1451,apartment,591,1,1.0,30.2638,-97.7166
730,apartment,750,1,1.0,30.1175,-94.1903
914,apartment,757,1,1.0,29.5298,-95.0334
1549,apartment,1120,2,2.0,32.9221,-96.5094
923,apartment,735,1,0.0,29.6734,-98.1149
900,apartment,1050,2,2.0,26.2336,-98.1951
1541,apartment,928,2,2.0,27.6908,-97.3299
1195,apartment,820,2,1.0,29.2894,-94.7933
475,apartment,525,1,1.0,31.1223,-97.7185
1175,apartment,1034,2,2.0,30.14,-94.1604
975,apartment,1150,3,2.0,26.1833,-98.0108
1250,apartment,875,2,1.0,31.9721,-102.137
1470,apartment,1096,2,2.0,30.5145,-97.66799999999999
585,apartment,404,1,1.0,31.8552,-106.435
1044,apartment,1062,2,2.0,29.9691,-95.5579
550,apartment,717,1,1.0,26.1734,-97.6783
978,apartment,630,1,1.0,30.4521,-97.7688
1250,apartment,673,1,1.0,30.4036,-97.7526
1145,apartment,876,1,1.0,32.7557,-97.1672
1372,apartment,1175,3,2.0,29.5612,-98.6117
615,apartment,364,0,1.0,35.1653,-101.884
1000,apartment,1100,3,2.0,32.3264,-95.3152
925,apartment,958,2,2.0,33.8712,-98.5127
771,apartment,602,1,1.0,32.391999999999996,-99.7746
1600,apartment,1111,2,2.0,29.6404,-98.6248
1090,apartment,867,1,1.0,32.0395,-102.10700000000001
1581,apartment,1194,2,2.0,29.6436,-95.79799999999999
489,apartment,660,1,1.0,29.8754,-97.9404
675,apartment,700,2,1.0,31.7089,-106.329
925,apartment,724,1,1.0,30.14,-94.1604
755,apartment,475,0,1.0,29.5244,-98.5801
1105,apartment,1040,2,2.0,30.3073,-97.6696
660,apartment,700,1,1.0,31.535,-97.1899
645,apartment,825,2,1.5,33.5469,-101.91
750,apartment,1106,2,2.0,26.2667,-98.185
1149,house,1432,3,2.5,29.4597,-98.6555
750,apartment,725,1,1.0,32.8756,-96.7495
800,apartment,900,2,2.0,26.1923,-98.2657
850,apartment,550,1,1.0,32.2953,-95.2788
695,apartment,662,1,1.0,33.8894,-98.5119
910,apartment,869,2,1.0,28.809,-96.9993
1325,apartment,656,1,1.0,30.2554,-97.7546
960,apartment,501,1,1.0,29.8986,-97.9606
650,apartment,950,2,2.0,26.4481,-98.2842
2700,house,2913,3,2.0,32.9315,-96.7255
715,apartment,456,1,1.0,31.6403,-97.0963
1003,apartment,561,1,1.0,31.5489,-97.1262
629,apartment,640,1,1.0,30.6224,-96.3498
1575,apartment,600,1,1.0,32.0582,-102.089
669,apartment,600,1,1.0,30.619,-96.3185
829,apartment,1130,3,2.0,32.4891,-99.7473
849,apartment,749,1,1.0,30.6045,-96.3123
1275,apartment,905,2,1.0,31.8341,-102.416
990,apartment,935,2,2.0,33.5924,-101.93700000000001
1,apartment,931,2,2.0,33.0475,-97.0234
900,house,1350,3,2.0,30.6253,-96.4199
959,apartment,712,1,1.0,29.7229,-98.0742
1140,apartment,742,1,1.5,31.8579,-102.352
875,house,1252,3,1.5,31.9692,-95.2623
615,apartment,364,0,1.0,35.1653,-101.884
2256,apartment,894,2,2.0,30.2428,-97.7658
1750,apartment,2400,2,2.0,29.303,-94.7957
615,apartment,364,0,1.0,35.1653,-101.884
914,apartment,661,1,1.0,29.5298,-95.0334
589,apartment,480,0,1.0,30.619,-96.3185
1169,house,2580,5,2.5,30.8119,-97.5942
950,apartment,1030,2,2.0,32.7484,-97.2163
650,townhouse,1178,2,1.5,31.1252,-97.6974
1175,apartment,672,1,1.0,30.1743,-97.8225
618,apartment,952,2,2.0,33.859,-98.5195
1000,apartment,692,1,1.0,30.506,-97.7472
650,apartment,700,1,1.0,26.1923,-98.2657
990,apartment,1050,3,2.0,33.9675,-98.6868
1170,apartment,1076,2,2.0,29.8754,-97.9404
615,apartment,364,0,1.0,35.1653,-101.884
865,apartment,661,1,1.0,29.5298,-95.0334
1115,apartment,892,2,2.0,29.8754,-97.9404
845,apartment,652,1,1.0,27.6758,-97.3475
349,apartment,275,0,1.0,33.5865,-101.861
815,apartment,726,1,1.0,31.8682,-102.39399999999999
955,apartment,975,2,2.0,33.5225,-101.9
955,apartment,993,2,1.0,29.2635,-94.8344
1530,house,1400,3,2.0,30.5624,-97.8489
1300,apartment,1050,3,2.0,29.8754,-97.9404
884,apartment,774,1,1.0,31.2029,-97.9301
1320,apartment,993,2,2.0,32.8614,-97.0735
690,apartment,702,1,1.0,33.8894,-98.5119
550,manufactured,40,1,1.0,29.8633,-98.1677
999,apartment,597,1,1.0,29.8754,-97.9404
800,duplex,963,2,1.5,30.5118,-96.3171
1700,house,1357,3,2.0,30.1716,-95.4985
725,apartment,711,1,1.0,31.535,-97.1899
869,apartment,691,1,1.0,30.0931,-94.1899
1255,apartment,1066,2,2.0,29.7229,-98.0742
795,apartment,652,1,1.0,27.6758,-97.3475
639,apartment,950,2,2.0,27.5304,-97.8825
1498,apartment,750,1,1.0,32.8132,-96.8142
1795,apartment,929,1,1.0,,
1998,apartment,878,1,0.0,31.8816,-102.01299999999999
1600,house,1750,3,2.0,32.5845,-96.9238
675,apartment,584,1,1.0,33.8712,-98.5127
2209,apartment,1260,2,2.0,32.0362,-102.081
590,house,950,3,3.0,31.5525,-97.1396
1281,apartment,1196,2,2.0,30.1928,-97.7651
509,apartment,700,2,2.0,34.9829,-101.902
1039,apartment,966,2,2.0,32.2948,-95.2785
625,apartment,950,2,2.0,26.2059,-97.6738
950,house,1835,3,2.0,33.5159,-101.934
1198,apartment,927,2,2.0,29.6852,-95.4017
625,apartment,900,2,1.0,26.2661,-98.26899999999999
699,apartment,803,2,1.0,30.6045,-96.3123
915,apartment,965,2,2.0,29.5613,-97.9628
1100,townhouse,1457,3,2.0,26.2133,-98.2152
349,apartment,275,0,1.0,33.5865,-101.861
973,apartment,812,1,1.0,32.299,-95.2322
855,apartment,645,1,1.0,29.8754,-97.9404
725,apartment,895,2,1.0,33.5924,-101.93700000000001
1260,apartment,1355,3,2.0,33.5924,-101.93700000000001
804,apartment,795,2,1.0,28.8379,-97.0016
945,apartment,931,2,2.0,33.8712,-98.5127
975,apartment,900,2,0.0,27.677,-97.365
1460,apartment,1189,2,2.0,33.054,-96.7507
690,apartment,540,1,1.0,33.8561,-98.5642
99,apartment,900,1,0.0,27.677,-97.365
800,apartment,725,2,1.5,33.9519,-98.5145
1166,apartment,1150,3,2.0,29.5173,-98.3217
1164,apartment,1051,2,2.0,29.5298,-95.0334
799,apartment,1179,3,2.0,26.4481,-98.2842
630,apartment,680,2,1.0,31.8552,-106.435
874,apartment,987,2,2.0,29.3595,-98.4499
980,apartment,1508,3,2.0,32.4178,-99.7694
807,apartment,1100,2,2.0,33.5196,-101.86200000000001
1015,apartment,750,1,1.0,30.4227,-97.8343
979,apartment,1100,2,2.0,29.5463,-95.088
475,apartment,525,1,1.0,31.1223,-97.7185
1849,apartment,1350,3,2.0,29.4189,-98.6895
1538,apartment,630,1,1.0,32.7896,-96.8033
795,apartment,750,1,1.0,29.3456,-98.5118
639,apartment,756,2,1.0,30.6371,-96.3773
925,apartment,820,2,1.0,31.078000000000003,-97.7145
845,apartment,703,1,1.0,27.7103,-97.4092
610,apartment,761,1,1.0,33.8487,-98.5015
999,apartment,726,1,1.0,29.4189,-98.6895
855,apartment,960,2,2.0,32.394,-99.779
625,house,660,2,1.0,35.2198,-101.863
850,apartment,865,2,2.0,33.8633,-98.53399999999999
1365,apartment,866,2,2.0,30.4224,-97.7967
789,apartment,720,1,1.0,35.1929,-101.927
615,apartment,364,0,1.0,35.1653,-101.884
520,apartment,855,3,1.0,26.2154,-98.2359
1175,apartment,1214,3,2.0,32.391999999999996,-99.7746
981,apartment,1040,2,2.0,32.8958,-96.9744
1684,apartment,902,1,1.0,29.4821,-98.4554
1800,apartment,664,1,1.0,30.2728,-97.7608
615,apartment,550,1,1.0,27.7469,-97.39200000000001
1210,apartment,966,2,2.0,29.7092,-98.0805
1050,apartment,800,1,1.0,31.8703,-102.34700000000001
859,apartment,1044,2,2.0,30.6448,-95.5798
1149,townhouse,1578,3,3.0,29.5189,-98.6006
799,apartment,300,1,1.0,35.1898,-101.934
1350,apartment,1143,3,2.0,27.4229,-97.8407
1243,apartment,1192,2,2.0,32.2898,-95.3277
925,apartment,724,1,1.0,30.14,-94.1604
1170,apartment,1156,2,2.0,29.2635,-94.8344
1020,apartment,752,1,1.0,30.638,-96.294
795,apartment,670,1,1.0,33.5356,-101.93
589,apartment,480,0,1.0,30.619,-96.3185
625,apartment,900,2,1.0,26.2661,-98.26899999999999
1089,apartment,1340,3,2.5,30.7061,-95.5495
760,apartment,850,2,2.0,30.6189,-96.3154
885,apartment,850,2,1.5,33.9675,-98.6868
2179,apartment,1104,2,2.0,32.0199,-102.148
550,apartment,480,1,1.0,30.6327,-96.3662
615,apartment,364,0,1.0,35.1653,-101.884
760,apartment,653,1,1.0,29.7136,-95.5389
695,apartment,985,2,2.0,26.3145,-98.182
835,apartment,661,1,1.0,29.5298,-95.0334
524,apartment,699,1,1.0,33.1345,-95.5922
1265,apartment,795,1,1.0,30.2166,-97.8508
700,apartment,647,1,1.0,28.809,-96.9993
1340,apartment,1090,2,2.0,29.7358,-95.5435
916,apartment,510,0,1.0,32.8132,-96.8142
956,apartment,1224,3,2.0,33.6975,-101.905
1,apartment,1190,3,2.0,33.1777,-96.6372
707,apartment,656,1,1.0,29.397,-94.9203
1095,apartment,670,1,1.0,30.2063,-97.7956
869,apartment,691,1,1.0,30.0931,-94.1899
1375,apartment,1052,2,2.0,29.7565,-98.1983
769,apartment,759,2,1.0,32.4239,-99.7961
884,apartment,774,1,1.0,31.2029,-97.9301
1070,apartment,1308,2,2.0,33.5924,-101.93700000000001
1050,apartment,880,2,2.0,29.2983,-94.79299999999999
1005,apartment,950,2,2.0,29.3309,-98.5054
1255,apartment,1066,2,2.0,29.7229,-98.0742
1199,condo,1298,2,1.5,27.7226,-97.375
950,house,1650,4,2.0,32.5312,-94.3676
1175,apartment,1034,2,2.0,30.14,-94.1604
1300,apartment,1050,3,2.0,29.8754,-97.9404
1235,condo,1883,4,1.5,27.7894,-97.4662
1161,apartment,1150,3,2.0,29.5173,-98.3217
1000,apartment,1073,2,2.0,33.5491,-101.751
1420,apartment,1250,2,2.0,29.7359,-95.6228
950,house,1128,3,2.0,32.3395,-99.6698
990,apartment,985,2,2.0,29.5612,-98.6117
670,apartment,565,1,1.0,31.7411,-106.302
1630,house,1050,3,2.0,30.1876,-97.7472
1145,apartment,672,1,1.0,30.1743,-97.8225
615,apartment,364,0,1.0,35.1653,-101.884
1375,apartment,1025,2,2.0,30.2428,-97.7658
1592,apartment,604,1,1.0,30.2638,-97.7166
1539,apartment,1273,3,2.0,30.638,-96.294
425,house,471,1,1.0,32.5796,-99.6635
709,apartment,663,1,1.0,30.7381,-95.5882
852,apartment,912,2,1.5,32.4001,-99.7691
1255,apartment,829,1,1.0,32.9726,-97.0424
955,apartment,975,2,2.0,33.5282,-101.90899999999999
855,apartment,660,1,1.0,29.2635,-94.8344
1199,apartment,1239,3,2.0,30.6189,-96.3154
1030,apartment,720,1,1.0,32.0395,-102.10700000000001
709,apartment,661,1,1.0,31.0917,-97.3648
700,apartment,900,2,2.0,31.5415,-97.1149
600,townhouse,975,2,1.5,31.0863,-97.7824
749,apartment,550,1,1.0,30.6045,-96.3123
615,apartment,550,1,1.0,27.7469,-97.39200000000001
530,apartment,1060,3,3.0,30.6045,-96.3123
863,apartment,758,2,1.0,30.6755,-96.3503
1025,apartment,1073,2,2.0,33.5924,-101.93700000000001
700,apartment,1228,3,2.0,32.4726,-100.398
1347,apartment,845,1,0.0,30.249000000000002,-97.8414
1325,apartment,806,1,1.0,30.2063,-97.7956
1064,apartment,689,1,1.0,29.8754,-97.9404
1100,apartment,1230,2,2.0,33.5924,-101.93700000000001
849,apartment,587,1,1.0,30.5118,-96.3171
1008,apartment,750,1,1.0,30.0377,-95.5326
895,apartment,1090,2,2.0,32.4366,-99.79
615,apartment,364,0,1.0,35.1653,-101.884
564,apartment,1252,4,4.0,31.5171,-97.1198
615,apartment,752,1,1.0,31.11,-97.7637
1539,apartment,1273,3,2.0,30.638,-96.294
759,apartment,576,1,1.0,27.677,-97.365
629,apartment,350,0,1.0,29.4711,-98.5356
1145,apartment,775,1,1.0,30.43,-97.8326
389,apartment,1107,4,2.0,30.6112,-96.3048
1200,apartment,904,2,2.0,29.5613,-97.9628
1399,apartment,1088,2,2.0,29.7229,-98.0742
1285,apartment,1018,2,2.0,32.7491,-96.4598
1670,apartment,759,1,1.0,31.9235,-102.292
1307,apartment,650,1,1.0,30.2493,-97.7663
1065,apartment,858,2,1.0,30.3073,-97.6696
800,apartment,725,2,1.5,33.9519,-98.5145
670,apartment,650,2,1.0,31.7089,-106.329
1260,apartment,1355,3,2.0,33.5924,-101.93700000000001
1250,house,1700,4,2.0,33.58,-101.934
939,apartment,953,2,1.5,30.7028,-95.542
805,apartment,956,2,1.0,32.8046,-96.7127
1149,house,1432,3,2.5,29.5177,-98.7583
1540,apartment,907,1,1.0,32.7817,-96.8059
925,apartment,820,2,1.0,31.078000000000003,-97.7145
938,apartment,896,2,1.0,29.5173,-98.3217
750,duplex,700,1,1.0,31.7321,-106.363
1439,apartment,933,2,2.0,32.0276,-102.148
915,apartment,645,1,1.0,29.8754,-97.9404
905,apartment,806,1,1.0,29.7229,-98.0742
1155,apartment,1051,2,2.0,29.5298,-95.0334
700,apartment,700,1,1.0,29.5189,-98.6006
1599,apartment,1431,3,3.0,30.6582,-96.3351
975,manufactured,1216,3,2.0,32.419000000000004,-95.2106
699,apartment,840,2,1.0,31.8391,-106.546
548,apartment,1000,2,2.0,35.1615,-101.87899999999999
838,apartment,485,1,1.0,31.5493,-97.1267
925,apartment,946,2,2.0,33.5355,-101.93
760,apartment,900,3,1.0,35.2049,-101.87100000000001
695,apartment,781,2,1.0,32.4442,-99.7033
1594,apartment,839,1,1.0,31.9235,-102.292
704,apartment,912,2,1.0,25.9443,-97.5037
530,house,660,2,2.0,31.7584,-106.478
520,apartment,766,1,1.0,26.4481,-98.2842
849,apartment,880,2,1.5,30.6224,-96.3498
675,apartment,1,1,1.0,33.8712,-98.5127
1150,condo,2086,5,2.5,27.7896,-97.4672
1095,apartment,1217,2,2.0,30.0321,-95.4379
1079,apartment,876,2,2.0,29.5613,-97.9628
779,apartment,827,2,1.5,30.6045,-96.3123
807,apartment,1100,2,2.0,33.5196,-101.86200000000001
792,apartment,886,1,1.0,29.8188,-95.1638
1125,apartment,974,2,2.0,29.8754,-97.9404
789,apartment,600,1,1.0,33.0005,-96.8314
615,apartment,364,0,1.0,35.1653,-101.884
843,apartment,674,1,1.0,29.5652,-98.4772
975,apartment,775,1,1.5,32.8565,-96.5999
799,apartment,300,1,1.0,35.1898,-101.934
1350,house,1220,3,2.0,30.5875,-96.3084
830,apartment,1096,2,2.0,32.4178,-99.7694
845,apartment,652,1,1.0,27.6758,-97.3475
945,apartment,890,2,2.0,27.6758,-97.3475
699,apartment,803,2,1.0,30.6045,-96.3123
800,apartment,1005,2,2.0,27.5613,-99.4675
1490,apartment,968,2,0.0,33.1186,-96.6773
695,apartment,659,1,1.0,31.5261,-97.184
436,house,1236,3,2.0,27.6566,-97.4818
645,apartment,1437,4,4.5,29.8986,-97.9606
950,apartment,826,2,1.0,29.5173,-95.0963
1295,apartment,806,1,1.0,32.8247,-97.0503
1259,apartment,960,2,2.0,32.0351,-102.134
1005,apartment,757,1,1.0,32.7829,-97.1114
1002,apartment,623,1,1.0,29.5719,-95.0371
675,apartment,700,2,1.0,31.7089,-106.329
939,apartment,953,2,1.5,30.7028,-95.542
1358,apartment,700,1,1.0,30.3649,-97.6827
615,apartment,522,1,1.0,31.8552,-106.435
925,apartment,817,2,1.0,27.6758,-97.3475
1219,apartment,1052,2,2.0,27.5663,-99.4994
1109,apartment,903,2,1.0,29.5298,-95.0334
945,apartment,700,1,1.0,31.7346,-95.5332
1600,apartment,1191,2,2.0,32.6931,-97.1347
860,apartment,446,1,1.0,29.8754,-97.9404
1150,apartment,870,1,1.0,29.7503,-95.8885
1445,townhouse,1225,2,2.0,32.0055,-102.12700000000001
1160,apartment,1120,1,1.0,29.489,-98.4048
