page_name,timestamp,user_id,utm_campaign,utm_source
3 - checkout,2018-01-12 23:23,31887,retargetting-campaign,email
1 - landing_page,2018-01-18 23:23,31926,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 02:56,31926,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-23 04:32,31926,retargetting-ad,facebook
1 - landing_page,2018-01-19 08:02,32002,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 11:46,32002,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-23 17:31,32002,retargetting-ad,facebook
1 - landing_page,2018-01-18 23:57,32006,cool-tshirts-search,google
2 - shopping_cart,2018-01-19 01:28,32006,cool-tshirts-search,google
1 - landing_page,2018-01-19 02:01,32049,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 05:16,32049,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 04:38,32049,paid-search,google
4 - purchase,2018-01-21 04:39,32049,paid-search,google
1 - landing_page,2018-01-26 15:40,32101,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 17:08,32101,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-02 22:22,32186,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 23:18,32186,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-24 13:14,32223,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-24 16:29,32223,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 15:41,32223,weekly-newsletter,email
1 - landing_page,2018-01-28 18:53,32232,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-28 20:40,32232,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-02 15:39,32232,retargetting-ad,facebook
1 - landing_page,2018-01-01 20:08,32318,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-01 22:44,32318,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-26 03:47,32339,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 05:00,32339,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-27 11:47,32339,weekly-newsletter,email
1 - landing_page,2018-01-16 10:47,32438,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-16 15:15,32438,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-21 00:51,32438,weekly-newsletter,email
1 - landing_page,2018-01-06 05:54,32486,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-06 07:41,32486,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-10 06:54,32486,weekly-newsletter,email
4 - purchase,2018-01-10 07:01,32486,weekly-newsletter,email
1 - landing_page,2018-01-23 12:53,32576,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-23 13:28,32576,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-23 14:05,32576,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-06 00:20,32609,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 01:27,32609,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 01:56,32609,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-25 03:14,32645,cool-tshirts-search,google
2 - shopping_cart,2018-01-25 06:41,32645,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-05 00:27,32751,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 01:29,32751,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 10:56,32751,weekly-newsletter,email
1 - landing_page,2018-01-05 02:13,32810,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 04:57,32810,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-08 00:15,32810,retargetting-ad,facebook
1 - landing_page,2018-01-20 08:15,32832,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 13:07,32832,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-02 00:23,32903,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-02 04:48,32903,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-05 14:00,32903,weekly-newsletter,email
1 - landing_page,2018-01-22 18:26,33047,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-22 19:26,33047,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-24 05:14,33047,paid-search,google
1 - landing_page,2018-01-10 23:19,33174,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-11 00:21,33174,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-13 08:17,33174,paid-search,google
1 - landing_page,2018-01-17 03:45,33178,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 05:04,33178,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-18 09:40,33178,paid-search,google
1 - landing_page,2018-01-10 17:39,33182,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 18:55,33182,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-14 01:16,33182,retargetting-ad,facebook
1 - landing_page,2018-01-22 09:59,33194,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-22 11:16,33194,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-17 12:39,33255,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-17 12:43,33255,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 01:32,33255,retargetting-campaign,email
4 - purchase,2018-01-21 01:40,33255,retargetting-campaign,email
1 - landing_page,2018-01-17 08:38,33262,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 09:58,33262,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-17 10:29,33262,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-09 04:04,33275,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 05:43,33275,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-12 09:35,33275,weekly-newsletter,email
1 - landing_page,2018-01-20 23:50,33365,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 00:39,33365,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 04:24,33365,retargetting-ad,facebook
1 - landing_page,2018-01-14 21:18,33393,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-15 00:51,33393,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-19 11:20,33393,retargetting-ad,facebook
1 - landing_page,2018-01-24 19:40,33425,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-24 19:42,33425,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-26 10:29,33425,weekly-newsletter,email
1 - landing_page,2018-01-05 06:19,33480,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 08:41,33480,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-25 02:14,33622,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 03:56,33622,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-24 04:16,33634,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-24 09:15,33634,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-11 18:16,33645,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-11 22:39,33645,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 22:58,33645,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-06 12:15,33659,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-06 12:17,33659,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-08 22:34,33659,paid-search,google
1 - landing_page,2018-01-30 20:30,33666,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-31 00:10,33666,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-31 00:23,33666,ten-crazy-cool-tshirts-facts,buzzfeed
4 - purchase,2018-01-31 00:23,33666,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-30 03:32,33786,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-30 03:59,33786,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-04 00:13,33786,paid-search,google
4 - purchase,2018-02-04 00:17,33786,paid-search,google
1 - landing_page,2018-01-17 15:55,33797,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-17 17:45,33797,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-20 07:09,33797,weekly-newsletter,email
1 - landing_page,2018-01-07 05:18,33811,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 06:35,33811,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-30 10:38,33824,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 14:24,33824,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-02 18:18,33824,retargetting-campaign,email
1 - landing_page,2018-01-09 06:22,33826,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 10:53,33826,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-12 11:04,33826,retargetting-campaign,email
4 - purchase,2018-01-12 11:04,33826,retargetting-campaign,email
1 - landing_page,2018-01-14 13:07,33867,cool-tshirts-search,google
2 - shopping_cart,2018-01-14 16:43,33867,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-19 10:14,33867,paid-search,google
4 - purchase,2018-01-19 10:24,33867,paid-search,google
1 - landing_page,2018-01-11 09:57,33931,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-11 11:24,33931,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-27 10:16,33964,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 14:32,33964,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-15 14:01,33981,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-15 18:26,33981,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-17 12:30,33981,weekly-newsletter,email
4 - purchase,2018-01-17 12:41,33981,weekly-newsletter,email
1 - landing_page,2018-01-20 19:26,34027,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 20:08,34027,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-20 20:17,34027,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 22:13,34030,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-16 22:37,34030,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-02 14:33,34049,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 18:20,34049,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-04 04:01,34049,retargetting-ad,facebook
1 - landing_page,2018-01-24 05:15,34151,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-24 06:29,34151,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-27 08:50,34151,weekly-newsletter,email
1 - landing_page,2018-01-19 00:14,34153,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-19 03:20,34153,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-21 10:49,34153,retargetting-ad,facebook
1 - landing_page,2018-01-21 00:01,34226,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 04:44,34226,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-24 04:42,34226,retargetting-campaign,email
1 - landing_page,2018-01-27 02:23,34377,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 03:58,34377,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-29 13:20,34377,retargetting-ad,facebook
4 - purchase,2018-01-29 13:23,34377,retargetting-ad,facebook
1 - landing_page,2018-01-22 11:53,34446,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-22 12:06,34446,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-26 06:31,34547,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-26 07:00,34547,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 20:48,34547,retargetting-campaign,email
1 - landing_page,2018-01-02 05:22,34559,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 08:01,34559,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-04 01:58,34559,paid-search,google
1 - landing_page,2018-01-27 02:25,34578,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 07:08,34578,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-29 15:36,34578,paid-search,google
1 - landing_page,2018-01-24 18:01,34597,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 21:05,34597,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-29 04:39,34597,weekly-newsletter,email
4 - purchase,2018-01-29 04:50,34597,weekly-newsletter,email
1 - landing_page,2018-01-19 08:53,34626,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 09:46,34626,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 00:40,34626,retargetting-campaign,email
1 - landing_page,2018-01-08 13:07,34674,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 17:27,34674,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-12 13:58,34674,weekly-newsletter,email
1 - landing_page,2018-01-05 12:55,34732,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-05 17:26,34732,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-09 18:06,34732,retargetting-campaign,email
1 - landing_page,2018-01-25 03:53,34756,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 06:58,34756,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 23:20,34756,retargetting-ad,facebook
1 - landing_page,2018-01-09 09:58,34778,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 10:02,34778,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-10 18:11,34778,weekly-newsletter,email
1 - landing_page,2018-01-29 12:44,34880,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 16:38,34880,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-10 10:26,34887,cool-tshirts-search,google
2 - shopping_cart,2018-01-10 10:27,34887,cool-tshirts-search,google
3 - checkout,2018-01-12 23:19,34887,retargetting-campaign,email
4 - purchase,2018-01-12 23:21,34887,retargetting-campaign,email
1 - landing_page,2018-01-12 14:54,34903,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-12 19:30,34903,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-04 01:17,34958,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 03:24,34958,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-08 15:48,34958,paid-search,google
1 - landing_page,2018-01-02 15:41,34972,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 18:44,34972,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 20:19,34972,paid-search,google
4 - purchase,2018-01-06 20:19,34972,paid-search,google
1 - landing_page,2018-01-20 09:18,34987,cool-tshirts-search,google
2 - shopping_cart,2018-01-20 11:51,34987,cool-tshirts-search,google
3 - checkout,2018-01-24 16:29,34987,weekly-newsletter,email
1 - landing_page,2018-01-08 05:32,35039,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 07:22,35039,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 07:30,35039,getting-to-know-cool-tshirts,nytimes
4 - purchase,2018-01-08 07:34,35039,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-28 17:40,35040,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 19:28,35040,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-31 04:58,35040,retargetting-ad,facebook
1 - landing_page,2018-01-08 16:43,35144,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-20 21:22,35175,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-21 01:17,35175,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-25 23:59,35175,paid-search,google
4 - purchase,2018-01-26 00:07,35175,paid-search,google
1 - landing_page,2018-01-19 08:04,35256,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-19 11:11,35256,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-23 14:41,35256,weekly-newsletter,email
1 - landing_page,2018-01-18 07:21,35331,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 09:29,35331,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 01:38,35331,retargetting-campaign,email
4 - purchase,2018-01-21 01:39,35331,retargetting-campaign,email
1 - landing_page,2018-01-11 15:11,35337,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-11 16:16,35337,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-16 12:43,35337,retargetting-ad,facebook
4 - purchase,2018-01-16 12:53,35337,retargetting-ad,facebook
1 - landing_page,2018-01-11 15:25,35359,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-11 18:32,35359,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-13 23:29,35359,weekly-newsletter,email
1 - landing_page,2018-01-20 14:55,35413,cool-tshirts-search,google
2 - shopping_cart,2018-01-20 16:44,35413,cool-tshirts-search,google
3 - checkout,2018-01-22 11:26,35413,paid-search,google
1 - landing_page,2018-01-04 02:06,35519,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 04:27,35519,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-30 08:42,35542,cool-tshirts-search,google
2 - shopping_cart,2018-01-30 09:11,35542,cool-tshirts-search,google
1 - landing_page,2018-01-18 04:41,35564,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 06:23,35564,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-22 03:39,35564,retargetting-campaign,email
1 - landing_page,2018-01-09 04:59,35566,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 05:49,35566,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-10 15:19,35566,weekly-newsletter,email
4 - purchase,2018-01-10 15:19,35566,weekly-newsletter,email
1 - landing_page,2018-01-09 00:06,35624,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 02:33,35624,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-19 22:09,35676,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-25 20:19,35712,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-26 00:09,35712,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 12:46,35712,retargetting-ad,facebook
1 - landing_page,2018-01-02 03:58,35786,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-02 04:18,35786,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-05 18:29,35786,retargetting-ad,facebook
1 - landing_page,2018-01-10 00:49,35793,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-20 04:06,35880,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 06:17,35880,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-23 21:29,35880,weekly-newsletter,email
1 - landing_page,2018-01-05 08:50,35905,cool-tshirts-search,google
2 - shopping_cart,2018-01-05 12:02,35905,cool-tshirts-search,google
1 - landing_page,2018-01-25 03:34,35906,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 08:23,35906,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 02:12,35906,retargetting-ad,facebook
1 - landing_page,2018-01-11 11:23,35919,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-11 14:26,35919,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-14 03:44,35919,retargetting-ad,facebook
4 - purchase,2018-01-14 03:56,35919,retargetting-ad,facebook
1 - landing_page,2018-01-04 17:21,35937,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-04 17:53,35937,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 02:57,35937,retargetting-campaign,email
4 - purchase,2018-01-06 03:07,35937,retargetting-campaign,email
1 - landing_page,2018-01-12 08:46,35950,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-12 11:11,35950,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-14 08:33,35950,paid-search,google
1 - landing_page,2018-01-01 14:52,36031,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-01 16:57,36031,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-05 23:37,36031,weekly-newsletter,email
4 - purchase,2018-01-05 23:48,36031,weekly-newsletter,email
1 - landing_page,2018-01-30 05:03,36032,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 06:47,36032,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-03 09:17,36032,paid-search,google
1 - landing_page,2018-01-25 23:04,36086,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-26 01:24,36086,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 14:36,36086,retargetting-campaign,email
1 - landing_page,2018-01-19 01:45,36095,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 04:54,36095,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-22 00:58,36095,retargetting-ad,facebook
1 - landing_page,2018-01-14 21:53,36153,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 01:57,36153,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-26 23:13,36176,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-27 01:05,36176,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-30 08:56,36176,retargetting-campaign,email
1 - landing_page,2018-01-28 16:52,36203,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-28 17:18,36203,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-02-01 15:32,36203,weekly-newsletter,email
4 - purchase,2018-02-01 15:37,36203,weekly-newsletter,email
1 - landing_page,2018-01-09 00:27,36237,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 04:22,36237,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-13 22:21,36237,retargetting-ad,facebook
1 - landing_page,2018-01-20 03:55,36330,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-20 07:50,36330,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 02:18,36330,weekly-newsletter,email
4 - purchase,2018-01-25 02:22,36330,weekly-newsletter,email
1 - landing_page,2018-01-22 15:08,36398,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-22 17:47,36398,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-25 14:06,36398,weekly-newsletter,email
1 - landing_page,2018-01-30 08:29,36423,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 09:40,36423,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-21 09:38,36474,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 10:17,36474,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 05:40,36474,retargetting-ad,facebook
4 - purchase,2018-01-26 05:43,36474,retargetting-ad,facebook
1 - landing_page,2018-01-08 18:34,36498,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-04 02:52,36550,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-04 03:15,36550,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-06 22:41,36550,retargetting-ad,facebook
1 - landing_page,2018-01-14 15:20,36605,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-14 19:16,36605,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-17 01:16,36605,retargetting-ad,facebook
1 - landing_page,2018-01-17 15:26,36722,cool-tshirts-search,google
2 - shopping_cart,2018-01-17 16:40,36722,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-28 11:42,36732,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 15:15,36732,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 15:30,36732,getting-to-know-cool-tshirts,nytimes
4 - purchase,2018-01-28 15:30,36732,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-15 11:31,36755,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 12:44,36755,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-17 18:23,36755,weekly-newsletter,email
1 - landing_page,2018-01-25 03:01,36775,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-25 05:12,36775,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 13:07,36775,retargetting-campaign,email
1 - landing_page,2018-01-22 16:30,36919,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-22 19:05,36919,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 21:35,36919,weekly-newsletter,email
4 - purchase,2018-01-26 21:45,36919,weekly-newsletter,email
1 - landing_page,2018-01-15 11:01,36968,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 12:02,36968,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-15 12:20,36968,getting-to-know-cool-tshirts,nytimes
4 - purchase,2018-01-15 12:27,36968,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-18 09:09,36988,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-18 11:46,36988,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-18 12:00,36988,ten-crazy-cool-tshirts-facts,buzzfeed
4 - purchase,2018-01-18 12:14,36988,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-10 00:51,36993,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 03:59,36993,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-12 22:40,36993,retargetting-ad,facebook
4 - purchase,2018-01-12 22:49,36993,retargetting-ad,facebook
1 - landing_page,2018-01-09 20:34,37000,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-09 22:09,37000,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-14 11:58,37000,paid-search,google
1 - landing_page,2018-01-24 20:12,37037,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-22 14:05,37057,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-22 15:03,37057,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-26 16:40,37057,retargetting-ad,facebook
1 - landing_page,2018-01-13 08:46,37096,getting-to-know-cool-tshirts,nytimes
