movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
The One,49000000.0,43905746.0,72689126.0,PG-13,Action
Chappie,49000000.0,31569268.0,105002056.0,R,Action
The Adventures of Ford Fairlane,49000000.0,20423389.0,20423389.0,R,Comedy
Indiana Jones and the Last Crusade,48000000.0,197171806.0,474171806.0,PG-13,Adventure
The Ring,48000000.0,129094024.0,248218486.0,PG-13,Horror
Traffic,48000000.0,124107476.0,208300000.0,R,Drama
Taken 3,48000000.0,89256424.0,327656424.0,PG-13,Action
Three Kings,48000000.0,60652036.0,107752036.0,R,Action
Tooth Fairy,48000000.0,60022256.0,112610386.0,PG,Adventure
Rat Race,48000000.0,56607223.0,86607223.0,PG-13,Comedy
K-PAX,48000000.0,50315140.0,50315140.0,PG-13,Drama
Bedazzled,48000000.0,37879996.0,90376224.0,PG-13,Comedy
Out of Sight,48000000.0,37562568.0,77562568.0,R,Drama
The Cotton Club,48000000.0,25928721.0,25928721.0,,Drama
Rambo,47500000.0,42754105.0,112214531.0,R,Action
Dick Tracy,47000000.0,103738726.0,162738726.0,PG,Action
Arrival,47000000.0,100546139.0,203162211.0,PG-13,Drama
The Cable Guy,47000000.0,60240295.0,102825796.0,PG-13,Comedy
Riding in Cars with Boys,47000000.0,29781453.0,29781453.0,PG-13,Drama
Happily N'Ever After,47000000.0,15849032.0,37923818.0,PG,Adventure
Solaris,47000000.0,14970038.0,14970038.0,PG-13,Drama
Jonah Hex,47000000.0,10547117.0,11022696.0,PG-13,Action
Mary Reilly,47000000.0,5707094.0,12900000.0,R,Drama
Silence,46500000.0,7100177.0,23727516.0,R,Drama
My Best Friend's Wedding,46000000.0,126813153.0,298923419.0,PG,Comedy
Star Trek: First Contact,46000000.0,92027888.0,150000000.0,PG-13,Adventure
Courage Under Fire,46000000.0,59003384.0,100833145.0,R,Drama
Inchon,46000000.0,4408636.0,4408636.0,,Drama
Liar Liar,45000000.0,181410615.0,302710615.0,PG-13,Comedy
A Bug's Life,45000000.0,162798565.0,363095319.0,G,Adventure
The Flintstones,45000000.0,130531208.0,358500000.0,PG,Comedy
Scary Movie 3,45000000.0,110000082.0,155200000.0,PG-13,Comedy
Miss Congeniality,45000000.0,106807667.0,213420951.0,PG-13,Comedy
Pitch Perfect 3,45000000.0,104897530.0,185736412.0,PG-13,Comedy
Journey to the Center of the Earth,45000000.0,101704370.0,243180937.0,PG,Adventure
The Pelican Brief,45000000.0,100768056.0,187995859.0,PG-13,Drama
The Bucket List,45000000.0,93466502.0,174807445.0,PG-13,Comedy
The Client,45000000.0,92115211.0,117615211.0,PG-13,Drama
The Muppets,45000000.0,88625922.0,160971922.0,PG,Adventure
Patriot Games,45000000.0,83287363.0,178100000.0,R,Action
Monster-in-Law,45000000.0,82931301.0,155931301.0,PG-13,Comedy
Training Day,45000000.0,76261036.0,104505362.0,R,Drama
Galaxy Quest,45000000.0,71423726.0,90523726.0,PG,Adventure
Scary Movie 2,45000000.0,71277420.0,141189101.0,R,Comedy
Blade,45000000.0,70141876.0,131237688.0,R,Action
Coach Carter,45000000.0,67264877.0,76665507.0,PG-13,Drama
Anaconda,45000000.0,65598907.0,136998907.0,PG-13,Horror
Underworld: Evolution,45000000.0,62318875.0,113417762.0,R,Action
Coyote Ugly,45000000.0,60786269.0,113916474.0,PG-13,Drama
Jack,45000000.0,58617334.0,58617334.0,PG-13,Drama
The Specialist,45000000.0,57362581.0,57362581.0,R,Action
Office Christmas Party,45000000.0,54767494.0,91340376.0,R,Comedy
"Yours, Mine and Ours",45000000.0,53359917.0,72359917.0,PG,Comedy
Resident Evil: Extinction,45000000.0,50648679.0,146162920.0,R,Action
Fat Albert,45000000.0,48114556.0,48563556.0,PG,Comedy
The River Wild,45000000.0,46815000.0,94215000.0,PG-13,Action
All Eyez on Me,45000000.0,44922302.0,54876855.0,R,Drama
Last Holiday,45000000.0,38399961.0,43343247.0,PG-13,Comedy
16 Blocks,45000000.0,36895141.0,65595141.0,PG-13,Action
The Indian in the Cupboard,45000000.0,35627222.0,35627222.0,PG,Adventure
The Ant Bully,45000000.0,28142535.0,49610898.0,PG,Adventure
Johnny English,45000000.0,28013509.0,163126676.0,PG,Adventure
Dune,45000000.0,27447471.0,27447471.0,,Action
Aliens in the Attic,45000000.0,25200412.0,59551283.0,PG,Adventure
Revolutionary Road,45000000.0,22951340.0,79604820.0,R,Drama
Babylon A.D.,45000000.0,22532572.0,70216497.0,PG-13,Action
Frankenstein,45000000.0,22006296.0,112006296.0,R,Horror
The Glimmer Man,45000000.0,20404841.0,36404841.0,R,Action
Multiplicity,45000000.0,20133326.0,20133326.0,PG-13,Comedy
The Pledge,45000000.0,19719930.0,29406132.0,R,Drama
The Phantom,45000000.0,17220599.0,17220599.0,PG,Action
Rebound,45000000.0,16809014.0,17492014.0,PG,Comedy
Nixon,45000000.0,13668249.0,34668249.0,R,Drama
Dredd,45000000.0,13414714.0,41467606.0,R,Action
The Rum Diary,45000000.0,13109815.0,21544732.0,R,Drama
Deep Rising,45000000.0,11203026.0,11203026.0,R,Action
Johnny English Reborn,45000000.0,8406711.0,164640401.0,PG,Adventure
Miracle at St. Anna,45000000.0,7916887.0,9676497.0,R,Drama
Big Trouble,45000000.0,7262288.0,8488871.0,PG-13,Comedy
Man cheng jin dai huang jin jia,45000000.0,6566773.0,76904429.0,R,Action
Love in the Time of Cholera,45000000.0,4617608.0,31077418.0,R,Drama
Rambo: First Blood Part II,44000000.0,150415432.0,300400000.0,R,Action
Sleepers,44000000.0,53300852.0,165600852.0,R,Drama
Charlie St. Cloud,44000000.0,31206263.0,48478084.0,PG-13,Drama
The Interview,44000000.0,6105175.0,12342632.0,R,Comedy
The Heat,43000000.0,159581587.0,229727774.0,R,Comedy
Finding Forrester,43000000.0,51768623.0,80013623.0,PG-13,Drama
28 Days,43000000.0,37035515.0,62063972.0,PG-13,Comedy
Danny the Dog,43000000.0,24537621.0,49037621.0,R,Action
A Monster Calls,43000000.0,3740823.0,46414964.0,PG-13,Drama
The Mechanic,42500000.0,29121498.0,76347393.0,R,Action
21 Jump Street,42000000.0,138447667.0,202812429.0,R,Comedy
Chicken Run,42000000.0,106793915.0,227793915.0,G,Adventure
Boomerang,42000000.0,70052444.0,131052444.0,R,Comedy
Brüno,42000000.0,60054530.0,138708527.0,R,Comedy
Cleopatra,42000000.0,57000000.0,71000000.0,G,Drama
Snatched,42000000.0,45852178.0,57852177.0,R,Comedy
Here Comes the Boom,42000000.0,45290318.0,73239258.0,PG,Comedy
Licence to Kill,42000000.0,34667015.0,156167015.0,PG-13,Action
One for the Money,42000000.0,26414527.0,36197221.0,PG-13,Comedy
Lord of War,42000000.0,24149632.0,60437727.0,R,Action
Super Mario Bros.,42000000.0,20844907.0,20844907.0,PG,Action
Hero,42000000.0,19487173.0,66787173.0,PG-13,Comedy
McHale's Navy,42000000.0,4408420.0,4408420.0,PG,Comedy
Micmacs,42000000.0,1259693.0,11756922.0,R,Comedy
8 Mile,41000000.0,116724075.0,245768384.0,R,Drama
A Knight’s Tale,41000000.0,56083966.0,100622586.0,PG-13,Adventure
The Medallion,41000000.0,22108977.0,22108977.0,PG-13,Comedy
The Big Year,41000000.0,7204138.0,7684524.0,PG,Comedy
Wedding Crashers,40000000.0,209218368.0,283218368.0,R,Comedy
Fifty Shades of Grey,40000000.0,166167230.0,570998101.0,R,Drama
Cheaper by the Dozen,40000000.0,138614544.0,190212113.0,PG,Comedy
Lucy,40000000.0,126573960.0,457507776.0,R,Action
Lone Survivor,40000000.0,125095601.0,149804632.0,R,Action
Back to the Future Part II,40000000.0,118450002.0,332000000.0,PG,Adventure
Double Jeopardy,40000000.0,116735231.0,177835231.0,R,Action
Spy Kids 3-D: Game Over,40000000.0,111760631.0,167851995.0,PG,Adventure
A Time to Kill,40000000.0,108766007.0,152266007.0,R,Drama
A League of Their Own,40000000.0,107533925.0,132440066.0,PG,Comedy
The Social Network,40000000.0,96962694.0,224922135.0,PG-13,Drama
Julie & Julia,40000000.0,94125426.0,126646119.0,PG-13,Comedy
John Wick: Chapter Two,40000000.0,92029184.0,171370497.0,R,Action
Ride Along 2,40000000.0,90862685.0,124827316.0,PG-13,Comedy
Scary Movie 4,40000000.0,90710620.0,178710620.0,PG-13,Comedy
Get Hard,40000000.0,90411453.0,106511453.0,R,Comedy
Scream 3,40000000.0,89138076.0,161838076.0,R,Horror
Back to the Future Part III,40000000.0,88055283.0,244088654.0,PG,Adventure
Dumb and Dumber To,40000000.0,86208010.0,156553592.0,PG-13,Comedy
Bram Stoker's Dracula,40000000.0,82522790.0,215862692.0,R,Horror
Eight Below,40000000.0,81612565.0,120455994.0,PG,Adventure
The Talented Mr. Ripley,40000000.0,81292135.0,128792135.0,R,Drama
The Intern,40000000.0,75764672.0,197232734.0,PG-13,Comedy
The Last of the Mohicans,40000000.0,75505856.0,75505856.0,R,Action
Ray,40000000.0,75305995.0,124823094.0,PG-13,Drama
Sin City,40000000.0,74103820.0,158527918.0,R,Action
"I Love You, Man",40000000.0,72013010.0,92302502.0,R,Comedy
JFK,40000000.0,70405498.0,205400000.0,R,Drama
Big Momma's House 2,40000000.0,70165972.0,137047376.0,PG-13,Comedy
Hacksaw Ridge,40000000.0,67209615.0,168940583.0,R,Drama
The Mexican,40000000.0,66808615.0,145238250.0,R,Action
The Final Destination,40000000.0,66477700.0,187384627.0,R,Horror
17 Again,40000000.0,64167069.0,139474906.0,PG-13,Comedy
Get Him to the Greek,40000000.0,61153526.0,91455875.0,R,Comedy
Gothika,40000000.0,59588068.0,141484812.0,R,Horror
Behind Enemy Lines,40000000.0,58855732.0,58855732.0,PG-13,Action
Invincible,40000000.0,57806952.0,58501127.0,PG,Drama
Escape From Planet Earth,40000000.0,57012977.0,74156610.0,PG,Adventure
Small Soldiers,40000000.0,55143823.0,71743823.0,PG-13,Adventure
Spawn,40000000.0,54979992.0,87949859.0,PG-13,Action
Horrible Bosses 2,40000000.0,54445357.0,105945357.0,R,Comedy
The Count of Monte Cristo,40000000.0,54228104.0,75389090.0,PG-13,Drama
The Lake House,40000000.0,52330111.0,114830111.0,PG,Drama
Predators,40000000.0,52000688.0,127234389.0,R,Action
The Odd Life of Timothy Green,40000000.0,51853450.0,55249159.0,PG,Drama
The Living Daylights,40000000.0,51185000.0,191200000.0,PG,Action
Apocalypto,40000000.0,50866635.0,121032272.0,R,Action
Legal Eagles,40000000.0,49851591.0,49851591.0,PG,Comedy
The Skeleton Key,40000000.0,47907715.0,92256918.0,PG-13,Horror
Jersey Boys,40000000.0,47047013.0,65282732.0,R,Drama
The Rainmaker,40000000.0,45916769.0,45916769.0,PG-13,Drama
Medicine Man,40000000.0,44948240.0,44948240.0,PG-13,Drama
Amistad,40000000.0,44212592.0,58250151.0,R,Drama
A Million Ways to Die in The West,40000000.0,42720965.0,86778557.0,R,Comedy
Final Destination 5,40000000.0,42587643.0,155011165.0,R,Horror
Aliens vs. Predator - Requiem,40000000.0,41797066.0,128884494.0,R,Action
The Water Horse: Legend of the Deep,40000000.0,40412817.0,103429755.0,PG,Drama
Sex Tape,40000000.0,38543473.0,126069509.0,R,Comedy
Scream 4,40000000.0,38180928.0,95989590.0,R,Horror
Ri¢hie Ri¢h,40000000.0,38087756.0,38087756.0,PG,Comedy
Autumn in New York,40000000.0,37752931.0,90717684.0,PG-13,Drama
Paul,40000000.0,37412945.0,101162106.0,R,Comedy
The Guilt Trip,40000000.0,37134215.0,41294674.0,PG-13,Comedy
Hanging Up,40000000.0,36037909.0,51867723.0,PG-13,Comedy
The Doors,40000000.0,34416893.0,34416893.0,R,Drama
Mickey Blue Eyes,40000000.0,33864342.0,53864342.0,PG-13,Comedy
Pay it Forward,40000000.0,33508922.0,55696705.0,PG-13,Drama
Drillbit Taylor,40000000.0,32862104.0,49686263.0,PG-13,Comedy
Extremely Loud and Incredibly Close,40000000.0,31847881.0,55247881.0,PG-13,Drama
The Shadow,40000000.0,31835600.0,31835600.0,PG-13,Action
Morning Glory,40000000.0,31011732.0,59795070.0,PG-13,Comedy
Get Rich or Die Tryin',40000000.0,30981850.0,46666955.0,R,Drama
Grudge Match,40000000.0,29807260.0,69807260.0,PG-13,Comedy
The Out-of-Towners,40000000.0,28544120.0,28544120.0,PG-13,Comedy
The Nut Job 2: Nutty by Nature,40000000.0,28370522.0,57465156.0,PG,Adventure
The Island of Dr. Moreau,40000000.0,27682712.0,27682712.0,PG-13,Adventure
The Musketeer,40000000.0,27053815.0,27053815.0,PG-13,Adventure
Resident Evil: The Final Chapter,40000000.0,26844692.0,312825686.0,R,Action
The Other Boleyn Girl,40000000.0,26814957.0,78269970.0,PG-13,Drama
The House,40000000.0,25584504.0,31192743.0,R,Comedy
Sweet November,40000000.0,25288103.0,65754228.0,PG-13,Drama
The Reaping,40000000.0,25126214.0,62226214.0,R,Horror
Renaissance Man,40000000.0,24172899.0,24172899.0,PG-13,Comedy
Quest for Camelot,40000000.0,22772500.0,38172500.0,G,Adventure
City by the Sea,40000000.0,22433915.0,22433915.0,R,Drama
At First Sight,40000000.0,22365133.0,22365133.0,PG-13,Drama
Torque,40000000.0,21176322.0,46176322.0,PG-13,Action
Fantastic Mr. Fox,40000000.0,21002919.0,47083412.0,PG,Adventure
City Hall,40000000.0,20278055.0,20278055.0,R,Drama
Big Miracle,40000000.0,20157300.0,25268680.0,PG,Drama
The Impossible,40000000.0,19019882.0,169590606.0,PG-13,Drama
A Thousand Words,40000000.0,18450127.0,20790486.0,PG-13,Comedy
Marie Antoinette,40000000.0,15962471.0,60862471.0,PG-13,Drama
Get Carter,40000000.0,14967182.0,19417182.0,R,Drama
Kiss of Death,40000000.0,14942422.0,14942422.0,R,Drama
Ishtar,40000000.0,14375181.0,14375181.0,PG-13,Comedy
Memoirs of an Invisible Man,40000000.0,14358033.0,14358033.0,PG-13,Comedy
Amelia,40000000.0,14279575.0,19756077.0,PG,Drama
New York Minute,40000000.0,14018364.0,21215882.0,PG,Comedy
The Deep End of the Ocean,40000000.0,13508635.0,13508635.0,PG-13,Drama
FearDotCom,40000000.0,13208023.0,13208023.0,R,Horror
Soul Men,40000000.0,12082391.0,12345883.0,R,Comedy
Universal Soldier II: The Return,40000000.0,10447421.0,10717421.0,R,Action
Pandorum,40000000.0,10330853.0,17033431.0,R,Horror
Duplex,40000000.0,9652000.0,10070651.0,PG-13,Comedy
Extreme Ops,40000000.0,4835968.0,12624471.0,PG-13,Action
Just Visiting,40000000.0,4777007.0,16172200.0,PG-13,Comedy
The Hudsucker Proxy,40000000.0,2816518.0,14938149.0,PG,Comedy
Billy Lynn’s Long Halftime Walk,40000000.0,1738477.0,30230402.0,R,Drama
Delgo,40000000.0,915840.0,915840.0,PG,Adventure
The Hunting Party,40000000.0,876671.0,7729552.0,R,Adventure
Alex Rider: Operation Stormbreaker,40000000.0,659210.0,20722450.0,PG,Action
Red Cliff,40000000.0,627047.0,119627047.0,R,Action
The Last Shot,40000000.0,463730.0,463730.0,R,Comedy
Nomad,40000000.0,79123.0,79123.0,R,Drama
USS Indianapolis: Men of Courage,40000000.0,0.0,1641255.0,R,Drama
The Time Traveler's Wife,39000000.0,63414846.0,102332135.0,PG-13,Drama
Superman III,39000000.0,59950623.0,59950623.0,PG,Adventure
Because I Said So,39000000.0,42674040.0,69538833.0,PG-13,Comedy
Frankenweenie,39000000.0,35287788.0,81150788.0,PG,Adventure
Sgt. Bilko,39000000.0,30356589.0,37956589.0,PG,Comedy
Serenity,39000000.0,25514517.0,40319440.0,PG-13,Action
Against the Ropes,39000000.0,5881504.0,6429865.0,PG-13,Drama
Yi dai zong shi,38600000.0,6594959.0,57987299.0,PG-13,Action
The Fast and the Furious,38000000.0,144512310.0,206512310.0,PG-13,Action
Sweet Home Alabama,38000000.0,127214072.0,182365114.0,PG-13,Comedy
Star Trek: Generations,38000000.0,75671262.0,120000000.0,PG,Adventure
Paul Blart: Mall Cop 2,38000000.0,71091594.0,107650646.0,PG,Adventure
Mouse Hunt,38000000.0,61894591.0,61894591.0,PG,Adventure
Why Him?,38000000.0,60323786.0,117439538.0,R,Comedy
Water for Elephants,38000000.0,58709717.0,116809717.0,PG-13,Drama
The Hurricane,38000000.0,50699241.0,73956241.0,R,Drama
Riddick,38000000.0,42025135.0,94763758.0,R,Action
The 5th Wave,38000000.0,34912982.0,111336398.0,PG-13,Action
Rush,38000000.0,26947624.0,98230839.0,R,Drama
Angel Eyes,38000000.0,24044532.0,29544532.0,R,Drama
Joe Somebody,38000000.0,22770864.0,24515990.0,PG,Comedy
Only the Brave,38000000.0,18340051.0,24181629.0,PG-13,Drama
Extreme Measures,38000000.0,17378193.0,17378193.0,R,Drama
Rock Star,38000000.0,16991902.0,19317765.0,R,Drama
White Squall,38000000.0,10229300.0,10229300.0,PG-13,Adventure
City of Ember,38000000.0,7873007.0,17831558.0,PG,Adventure
Switchback,38000000.0,6504442.0,6504442.0,R,Action
The Master,37500000.0,16247159.0,50647416.0,R,Drama
The Express,37500000.0,9793406.0,9813309.0,PG,Drama
We're the Millers,37000000.0,150394119.0,267816276.0,R,Comedy
Creed,37000000.0,109767581.0,173567581.0,PG-13,Drama
The Town,37000000.0,92186262.0,152566881.0,R,Drama
Dolphin Tale,37000000.0,72286779.0,96068724.0,PG,Drama
Game Night,37000000.0,69001013.0,117201013.0,R,Comedy
13 Going On 30,37000000.0,57139723.0,97658712.0,PG-13,Comedy
Nim's Island,37000000.0,48006762.0,101857425.0,PG,Adventure
Cop Out,37000000.0,44875481.0,55909910.0,R,Comedy
The Rite,37000000.0,33047633.0,97143987.0,PG-13,Horror
Space Chimps,37000000.0,30105968.0,67029956.0,G,Adventure
Magnolia,37000000.0,22450975.0,48446802.0,R,Drama
Aloha,37000000.0,21052030.0,24935799.0,PG-13,Drama
A Star is Born,36000000.0,126181246.0,200881246.0,R,Drama
Gnomeo and Juliet,36000000.0,99967670.0,193737977.0,G,Comedy
John Q,36000000.0,71026631.0,102226631.0,PG-13,Drama
Blue Streak,36000000.0,68208190.0,117448157.0,PG-13,Action
Never Say Never Again,36000000.0,55500000.0,160000000.0,PG,Action
Hot Tub Time Machine,36000000.0,50269859.0,65967750.0,R,Comedy
Dolphin Tale 2,36000000.0,42024533.0,57824533.0,PG,Drama
Collateral Beauty,36000000.0,31016021.0,85315070.0,PG-13,Drama
A Man Apart,36000000.0,26500000.0,43797731.0,R,Action
Reindeer Games,36000000.0,23360779.0,23360779.0,R,Action
Snow Falling on Cedars,36000000.0,14378353.0,14378353.0,PG-13,Drama
Ghosts of Mississippi,36000000.0,13052741.0,13052741.0,PG-13,Drama
Gattaca,36000000.0,12532777.0,12532777.0,PG-13,Drama
Isn't She Great,36000000.0,2954405.0,2954405.0,R,Comedy
Yip Man 3,36000000.0,2679437.0,157300954.0,PG-13,Action
There Be Dragons,36000000.0,1069334.0,4020990.0,PG-13,Drama
Queen of the Desert,36000000.0,0.0,1578543.0,PG-13,Drama
Head of State,35200000.0,37788228.0,38283765.0,PG-13,Comedy
It,35000000.0,327481748.0,697459228.0,R,Horror
The Hangover,35000000.0,277322503.0,465764086.0,R,Comedy
The Blind Side,35000000.0,255959475.0,305705794.0,PG-13,Drama
Batman,35000000.0,251188924.0,411348924.0,PG-13,Action
Lethal Weapon 3,35000000.0,144731527.0,319700000.0,R,Action
Rush Hour,35000000.0,141186864.0,245300000.0,PG-13,Action
Identity Thief,35000000.0,134506920.0,175361578.0,R,Comedy
The Devil Wears Prada,35000000.0,124740460.0,326073155.0,PG-13,Comedy
Horrible Bosses,35000000.0,117538559.0,212417601.0,R,Comedy
Spy Kids,35000000.0,112692062.0,197692062.0,PG,Adventure
Trainwreck,35000000.0,110212700.0,141123897.0,R,Comedy
Saving Mr. Banks,35000000.0,83299761.0,114962525.0,PG-13,Drama
Star Trek: The Motion Picture,35000000.0,82258456.0,139000000.0,PG,Adventure
The English Patient,35000000.0,78716374.0,231710008.0,R,Drama
Hotel for Dogs,35000000.0,73178547.0,122357172.0,PG,Adventure
Guess Who,35000000.0,68915888.0,102115888.0,PG-13,Comedy
This is 40,35000000.0,67544505.0,90221182.0,R,Comedy
L.A. Confidential,35000000.0,64604977.0,126204977.0,R,Drama
Sky High,35000000.0,63939454.0,83109359.0,PG,Adventure
In & Out,35000000.0,63826569.0,83226569.0,PG-13,Comedy
Species,35000000.0,60054449.0,113354449.0,R,Action
The Benchwarmers,35000000.0,59843754.0,65063726.0,PG-13,Comedy
Secretariat,35000000.0,59699513.0,60376247.0,PG,Drama
The Man in the Iron Mask,35000000.0,56968169.0,56968169.0,PG-13,Adventure
Neighbors 2: Sorority Rising,35000000.0,55340730.0,108758521.0,R,Comedy
TMNT,35000000.0,54149098.0,96096018.0,PG,Action
Radio,35000000.0,52333738.0,53293628.0,PG,Drama
Sicario: Day of the Soldado,35000000.0,50065850.0,73285196.0,R,Action
Old Dogs,35000000.0,49492060.0,95104304.0,PG,Comedy
Malcolm X,35000000.0,48169910.0,48169910.0,PG-13,Drama
Underworld 3: Rise of the Lycans,35000000.0,45802315.0,89102315.0,R,Action
12 Strong,35000000.0,45500164.0,70798829.0,R,Drama
Donnie Brasco,35000000.0,41954997.0,65303052.0,R,Drama
Max Payne,35000000.0,40689393.0,85763888.0,PG-13,Action
Resident Evil,35000000.0,40119709.0,103787401.0,R,Horror
The Ladykillers,35000000.0,39692139.0,77392139.0,R,Comedy
The Nativity Story,35000000.0,37629831.0,46309644.0,PG,Drama
J. Edgar,35000000.0,37306030.0,84606030.0,R,Drama
Bounce,35000000.0,36805288.0,53425292.0,PG-13,Drama
Mile 22,35000000.0,36108758.0,64708758.0,R,Action
The Foreigner,35000000.0,34393507.0,140783646.0,R,Action
Closer,35000000.0,33987757.0,116177695.0,R,Drama
Street Fighter,35000000.0,33423000.0,99423000.0,PG-13,Action
Black Knight,35000000.0,33422806.0,33422806.0,PG-13,Adventure
The Pianist,35000000.0,32519322.0,111854182.0,R,Drama
House of Wax,35000000.0,32064800.0,70064800.0,R,Horror
Adrift,35000000.0,31445011.0,57931376.0,PG-13,Drama
Mirrors,35000000.0,30691439.0,77220596.0,R,Horror
Queen of the Damned,35000000.0,30307804.0,30307804.0,R,Horror
Nanny McPhee and the Big Bang,35000000.0,29197642.0,97799865.0,PG,Adventure
Goosebumps 2: Haunted Halloween,35000000.0,28804812.0,39904812.0,PG,Horror
Predator 2,35000000.0,28317513.0,54768418.0,R,Action
Flash Gordon,35000000.0,27107960.0,27107960.0,,Action
Superhero Movie,35000000.0,26638520.0,73026302.0,PG-13,Comedy
Blast from the Past,35000000.0,26613620.0,26613620.0,PG-13,Comedy
Jersey Girl,35000000.0,25266129.0,37066129.0,PG-13,Comedy
Heist,35000000.0,23483357.0,28906817.0,R,Action
Hoffa,35000000.0,23365858.0,28391473.0,R,Drama
Whiskey Tango Foxtrot,35000000.0,23083334.0,25350747.0,R,Comedy
Ella Enchanted,35000000.0,22913677.0,22913677.0,PG,Comedy
Hitman: Agent 47,35000000.0,22467450.0,81959582.0,R,Action
The X-Files: I Want to Believe,35000000.0,20982478.0,68170792.0,PG-13,Action
Valiant,35000000.0,19478106.0,64188387.0,G,Adventure
Wonder Boys,35000000.0,19389454.0,33422485.0,R,Comedy
Cursed,35000000.0,19294901.0,25114901.0,PG-13,Horror
Walk Hard: The Dewey Cox Story,35000000.0,18317151.0,20606053.0,R,Comedy
The Four Feathers,35000000.0,18306166.0,29882645.0,PG-13,Drama
Furry Vengeance,35000000.0,17630465.0,39340177.0,PG,Adventure
Bait,35000000.0,15325127.0,15471969.0,R,Action
Dungeons and Dragons,35000000.0,15185241.0,33771965.0,PG-13,Adventure
Lions for Lambs,35000000.0,14998070.0,63211088.0,R,Drama
Flight of the Intruder,35000000.0,14471440.0,14471440.0,PG-13,Action
The Tree of Life,35000000.0,13305665.0,61721826.0,PG-13,Drama
Zoom,35000000.0,11989328.0,12506188.0,PG,Adventure
The Shipping News,35000000.0,11405825.0,24405825.0,R,Drama
The Young Victoria,35000000.0,11001272.0,31878891.0,PG,Drama
Sabotage,35000000.0,10508518.0,18376443.0,R,Action
Knock Off,35000000.0,10319915.0,10319915.0,R,Action
Unfinished Business,35000000.0,10219501.0,12819501.0,R,Comedy
The Walk,35000000.0,10161183.0,61197045.0,PG,Drama
The Fountain,35000000.0,10144010.0,15461638.0,PG-13,Drama
Mandela: Long Walk to Freedom,35000000.0,8323085.0,29890402.0,PG-13,Drama
Punisher: War Zone,35000000.0,8050977.0,10157534.0,R,Action
A Good Year,35000000.0,7459300.0,42064105.0,PG-13,Drama
The Brothers Grimsby,35000000.0,6864016.0,28721408.0,R,Comedy
Warriors of Virtue,35000000.0,6448817.0,6448817.0,PG,Action
Luther,35000000.0,5781086.0,32736879.0,PG-13,Drama
Biutiful,35000000.0,5101237.0,24687524.0,R,Drama
Radio Flyer,35000000.0,4651977.0,4651977.0,PG-13,Drama
A Hologram for the King,35000000.0,4212494.0,11848058.0,R,Drama
Lion of the Desert,35000000.0,1500000.0,1500000.0,,Drama
Le hussard sur le toit,35000000.0,1320043.0,1320043.0,R,Drama
Stolen,35000000.0,289773.0,17967746.0,R,Action
The Lovers,35000000.0,0.0,11106.0,PG-13,Adventure
The Darkest Hour,34800000.0,21443494.0,62831715.0,PG-13,Action
The Longest Ride,34000000.0,37446117.0,63802928.0,PG-13,Drama
The Age of Innocence,34000000.0,32014993.0,32014993.0,PG,Drama
Gake no ue no Ponyo,34000000.0,15090399.0,205312666.0,G,Adventure
Chill Factor,34000000.0,11263966.0,11263966.0,R,Action
I Dreamed of Africa,34000000.0,6543194.0,14291999.0,PG-13,Drama
Reds,33500000.0,50000000.0,50000000.0,PG,Drama
A Few Good Men,33000000.0,141340178.0,236500000.0,R,Drama
Big Momma's House,33000000.0,117559438.0,173559438.0,PG-13,Comedy
Exit Wounds,33000000.0,51758599.0,79958599.0,R,Action
Mike and Dave Need Wedding Dates,33000000.0,46009673.0,75909673.0,R,Comedy
Step Up Revolution,33000000.0,35074677.0,165552290.0,PG-13,Drama
The Punisher,33000000.0,33664370.0,54533774.0,R,Action
Safe,33000000.0,17142080.0,41495213.0,R,Action
Doomsday,33000000.0,11008770.0,21621188.0,R,Action
Pushing Tin,33000000.0,8408835.0,8408835.0,R,Comedy
Goal! The Dream Begins,33000000.0,4283255.0,27610873.0,PG,Drama
Bridesmaids,32500000.0,169211718.0,289632023.0,R,Comedy
The Reader,32500000.0,34194407.0,112964875.0,R,Drama
Wanderlust,32500000.0,17288155.0,24159934.0,R,Comedy
Elf,32000000.0,173398518.0,220236410.0,PG,Adventure
Phenomenon,32000000.0,104636382.0,152036382.0,PG,Drama
This is the End,32000000.0,101470202.0,126539117.0,R,Comedy
Snow Dogs,32000000.0,81150692.0,116898028.0,PG,Adventure
Nacho Libre,32000000.0,80197993.0,99296462.0,PG,Comedy
Scrooged,32000000.0,59450353.0,59450353.0,PG-13,Comedy
Takers,32000000.0,57744720.0,70587268.0,PG-13,Drama
Stigmata,32000000.0,50041732.0,89441732.0,R,Horror
Men of Honor,32000000.0,48814909.0,82339483.0,R,Drama
I Feel Pretty,32000000.0,48795601.0,91569698.0,PG-13,Comedy
The Transporter 2,32000000.0,43095856.0,88978458.0,PG-13,Action
"Big Mommas: Like Father, Like Son",32000000.0,37915414.0,82332450.0,PG-13,Comedy
Alive,32000000.0,36299670.0,36299670.0,R,Drama
Dreamer: Inspired by a True Story,32000000.0,33022286.0,39498360.0,PG,Drama
A History of Violence,32000000.0,31493782.0,61477797.0,R,Drama
The Incredible Burt Wonderstone,32000000.0,22537881.0,27392609.0,PG-13,Comedy
Repo Men,32000000.0,13942007.0,18195238.0,R,Action
Dragon Wars: D-War,32000000.0,10977721.0,79915361.0,PG-13,Action
