School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth Percentile All Grades,NWEA Math Growth Percentile Grade 3,NWEA Math Growth Percentile Grade 4,NWEA Math Growth Percentile Grade 5,NWEA Math Growth Percentile Grade 6,NWEA Math Growth Percentile Grade 7,NWEA Math Growth Percentile Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,Suspensions Per 100 students 2013,Suspensions Per 100 students 2012,Percentage Misconducts Resulting in Suspension 2013,Percentage Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspension 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Grade 3-8 On-Track Percentage 2013,One-Year Drop Out Rate Percentage 2013,One-Year Drop Out Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
609907,Leif Ericson Elementary Scholastic Academy,3600 W 5th Ave,Chicago,IL,60624,(773) 534-6660,http://www.ericson.cps.k12.il.us,,LEVEL 2,ON PROBATION,6,ORGANIZED,88.8,69,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,WEAK,STRONG,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,DEVELOPING,75,84,97,54,7,49,67,99,98,99,99,59,88,56,16,8,22,37,27,3,25,28,69,47,48,98,74,39,69,57,4.7,5.9,57.5,46.2,2.4,1.9,94.7,95.7,95.1,94.8,61.5,,,1152417.444,1897922.54,41.87576191,-87.71584573,"{'latitude': '-87.71584573', 'longitude': '41.87576191'}",,,,,,
610094,Louis Nettelhorst Elementary School,3252 N Broadway St,Chicago,IL,60657,(773) 534-5810,http://www.nettelhorst.org/,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,87.6,68.2,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,EXCELLING,68,84,90,75,26,46,10,89,86,93,89,31,69,40,92,97,95,99,87,68,65,59,81,92,90,91,87,56,51,46,1.1,0.7,5.6,20,2.5,1.7,95.1,95.7,95.5,97.1,84.5,,,1171628.585,1922072.58,41.94162999,-87.64459776,"{'latitude': '-87.64459776', 'longitude': '41.94162999'}",,,,,,
609790,Clara Barton Elementary School,7650 S Wolcott Ave,Chicago,IL,60620,(773) 535-3260,http://www.bartonschool.org/,,LEVEL 3,ON PROBATION,7,MODERATELY ORGANIZED,94.8,88.6,NEUTRAL,WEAK,WEAK,STRONG,STRONG,WEAK,STRONG,STRONG,STRONG,NOT CERTIFIED,STRONG,0,49,3,13,20,1,6,0,19,9,0,1,9,2,2,3,2,2,1,8,1,2,1,1,3,4,3,2,1,1,92.9,48.3,91.9,58.5,1.6,1.8,90.9,92.8,95.2,95.9,42.9,,,1164981.896,1853724.297,41.75421962,-87.67096453,"{'latitude': '-87.67096453', 'longitude': '41.75421962'}",,,,,,
609952,Nathanael Greene Elementary School,3525 S Honore,Chicago,IL,60609,(773) 535-4560,http://www.greene.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,0,90.9,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NEUTRAL,NOT ENOUGH DATA,STRONG,STRONG,VERY STRONG,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,99,98,99,99,,,,99,99,95,97,,,,37,45,44,28,41,,,,68,43,80,70,62,,,,2.6,,72.7,,1.8,,95,96.1,95.6,96.2,70,,,1164636.276,1881214.535,41.82966356,-87.67145551,"{'latitude': '-87.67145551', 'longitude': '41.82966356'}",,,,,,
610065,Emmett Louis Till Math and Science Academy,6543 S Champlain Ave,Chicago,IL,60637,(773) 535-0570,http://cuip.net/schools/mccosh/,,LEVEL 3,ON PROBATION,7,NOT YET ORGANIZED,88.9,82.1,WEAK,WEAK,WEAK,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,8,53,7,47,23,27,8,36,62,66,56,49,19,15,1,0,2,3,5,1,1,7,3,0,1,33,5,4,2,9,67.6,61.4,57.9,54.1,1.8,2.3,88.8,90.7,94.9,94.3,40.4,,,1181736.782,1861592.586,41.77544062,-87.60932095,"{'latitude': '-87.60932095', 'longitude': '41.77544062'}",,,,,,
400046,LEARN Charter ES - Romano Butler Campus,1132 S Homan Ave,Chicago,IL,60624,(773) 826-6330,http://www.learncharter.org,,LEVEL 2,NOT APPLICABLE,,PARTIALLY ORGANIZED,93.2,91.4,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.4,95.1,,,,,,1153837.132,1894831.944,41.86725283,-87.71071543,"{'latitude': '-87.71071543', 'longitude': '41.86725283'}",,,,,,
609875,Charles R Darwin Elementary School,3116 W Belden Ave,Chicago,IL,60647,(773) 534-4110,http://www.darwinelementary.com/,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,98.1,94.9,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,97,66,51,99,84,90,66,99,77,60,99,55,75,58,45,30,61,36,83,55,62,9,48,42,53,36,96,58,41,9,6.4,7.8,53.5,36.9,2,1.6,94.4,95.8,95.5,95.8,81.5,,,1155126.902,1915284.203,41.92334998,-87.70543099,"{'latitude': '-87.70543099', 'longitude': '41.92334998'}",,,,,,
609917,Fernwood Elementary School,10041 S Union Ave,Chicago,IL,60628,(773) 535-2700,http://www.fernwood.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,95.9,100,STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,STRONG,NOT CERTIFIED,INCOMPLETE DATA,99,99,99,97,98,77,98,99,99,99,94,99,99,99,53,68,93,97,11,34,25,36,49,93,83,93,15,33,30,26,,,,,,,94.1,96.2,96.5,96.8,82.2,,,1173454.065,1838113.389,41.71119799,-87.6403774,"{'latitude': '-87.6403774', 'longitude': '41.71119799'}",,,,,,
400076,University of Chicago Charter - NKO,1119 E 46th St,Chicago,IL,60653,(773) 536-2399,http://www.usi-schools.org/uccs/site/default.asp,,LEVEL 1,NOT APPLICABLE,,ORGANIZED,0,55,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,STRONG,NOT ENOUGH DATA,VERY STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,97,88,99,43,,,,75,76,78,33,,,,90,,81,97,77,,,,79,,76,91,58,,,,,,,,,,96.8,96.6,,,,,,1184576.517,1874697.119,41.81133445,-87.5985003,"{'latitude': '-87.5985003', 'longitude': '41.81133445'}",,,,,,
609815,Edward A Bouchet Math & Science Academy ES,7355 S Jeffery Blvd,Chicago,IL,60649,(773) 535-0501,http://www.cps.edu,,LEVEL 2,ON PROBATION,11,WELL-ORGANIZED,98.5,90.5,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,STRONG,STRONG,NOT CERTIFIED,INCOMPLETE DATA,23,25,43,8,83,5,83,92,64,84,23,98,68,94,7,0,4,22,6,24,2,46,7,0,7,16,5,18,2,54,13,16.6,62.5,43.8,2.2,1.9,92.9,94,95,95.7,58.6,,,1190861.978,1856358.038,41.76086093,-87.57603849,"{'latitude': '-87.57603849', 'longitude': '41.76086093'}",,,,,,
610002,Thomas Hoyne Elementary School,8905 S Crandon Ave,Chicago,IL,60617,(773) 535-6425,http://www.cps.edu,,LEVEL 3,ON PROBATION,1,PARTIALLY ORGANIZED,85.7,88.2,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,EXCELLING,86,95,84,84,56,34,55,80,83,25,98,8,54,93,33,25,41,38,44,57,11,45,25,18,18,9,33,58,12,61,5.2,3.5,70,83.3,2.4,1.8,94.7,95.5,93.2,95,72,,,1193092.436,1846336.546,41.73330693,-87.5681905,"{'latitude': '-87.5681905', 'longitude': '41.73330693'}",,,,,,
610033,LaSalle Elementary Language Academy,1734 N Orleans St,Chicago,IL,60614,(773) 534-8470,http://www.lasalle.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,96.6,82.9,VERY STRONG,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,STRONG,96,63,89,77,98,97,93,99,99,96,86,51,77,95,96,83,94,97,92,96,95,95,97,91,98,99,97,93,96,98,4.4,4.4,34.7,41.8,1.2,2,95.9,96.5,97.2,97.6,86.1,,,1173614.17,1911976.635,41.9138823,-87.63760107,"{'latitude': '-87.63760107', 'longitude': '41.9138823'}",,,,,,
609959,John Charles Haines Elementary School,247 W 23rd Pl,Chicago,IL,60616,(773) 534-9200,http://www.haines.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,94,89.5,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,WEAK,WEAK,VERY WEAK,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,85,68,79,90,78,90,24,99,96,87,85,94,93,98,77,81,81,70,77,83,77,59,96,86,96,90,90,97,96,98,,,,,,,98.5,98.8,95.6,96.1,81.7,,,1174842.529,1888681.328,41.84993116,-87.63378596,"{'latitude': '-87.63378596', 'longitude': '41.84993116'}",,,,,,
610176,John D Shoop Math-Science Technical Academy ES,11140 S Bishop St,Chicago,IL,60643,(773) 535-2715,http://www.shoop.cps.k12.il.us,,LEVEL 3,ON PROBATION,3,NOT YET ORGANIZED,90.9,92.9,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,WEAK,NEUTRAL,NOT CERTIFIED,DEVELOPING,49,41,82,40,54,28,55,38,15,48,80,67,9,55,5,17,4,23,6,3,3,2,9,23,2,14,19,14,3,11,8.1,11.7,39.3,44.3,2.1,1.4,93.3,95.5,95,96.6,56.7,,,1168507.416,1830689.468,41.69093337,-87.65870614,"{'latitude': '-87.65870614', 'longitude': '41.69093337'}",,,,,,
609781,Crispus Attucks Elementary School,5055 S State St,Chicago,IL,60615,(773) 535-1270,http://www.attucks.cps.k12.il.us,,LEVEL 3,ON PROBATION,9,ORGANIZED,78.1,88.2,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,WEAK,VERY WEAK,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,0,18,21,1,3,0,4,0,3,21,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,96.5,38.5,66.8,39,2.8,2.6,90.6,92.9,93.7,95.1,53.6,,,1177176.077,1871285.644,41.80214349,-87.6257474,"{'latitude': '-87.6257474', 'longitude': '41.80214349'}",,,,,,
609821,Burnham Elementary Inclusive Academy,9928 S Crandon Ave,Chicago,IL,60617,(773) 535-6530,http://www.burnham.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,96.7,93.8,STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,STRONG,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,STRONG,66,15,56,99,44,59,39,98,48,85,54,99,96,97,57,32,29,55,81,65,69,53,46,27,23,35,36,64,64,61,23.4,16.9,71.8,77.4,1.3,1.1,94.8,95.3,95.2,96.5,74.4,,,1193433.052,1839450.176,41.71440176,-87.56716721,"{'latitude': '-87.56716721', 'longitude': '41.71440176'}",,,,,,
610130,John T Pirie Fine Arts & Academic Center ES,650 E 85th St,Chicago,IL,60619,(773) 535-3435,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,95.9,100,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,0,14,1,10,18,,,12,26,9,6,88,,,8,7,4,12,8,24,,,6,2,3,6,4,31,,,12.4,16.9,83.6,68.8,1.7,2,94.3,94.8,95.2,95.6,60.9,,,1182225.898,1848815.302,41.74036711,-87.60792289,"{'latitude': '-87.60792289', 'longitude': '41.74036711'}",,,,,,
610125,Irma C Ruiz Elementary School,2410 S Leavitt St,Chicago,IL,60608,(773) 535-4825,http://www.ruiz.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,98.6,64,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,STRONG,32,58,18,59,13,66,52,1,52,7,31,3,4,1,26,27,25,24,30,16,47,34,12,9,9,8,15,7,25,30,3.1,3.1,9.1,32.9,2.4,3.4,94.2,95.6,93.3,94.2,71.2,,,1162043.649,1887912.321,41.84809742,-87.68078114,"{'latitude': '-87.68078114', 'longitude': '41.84809742'}",,,,,,
610078,Inter-American Elementary Magnet School,851 W Waveland Ave,Chicago,IL,60613,(773) 534-5490,http://www.inter-american.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,85.6,53.9,STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,12,17,12,19,30,29,48,43,9,82,35,39,64,54,56,50,56,58,41,51,47,83,64,49,49,76,57,45,71,82,2.9,1.5,38.5,36.7,2,1.3,95.4,96.5,95.8,95.2,86.4,,,1169719.256,1924734.562,41.94897646,-87.65153745,"{'latitude': '-87.65153745', 'longitude': '41.94897646'}",,,,,,
609994,William G Hibbard Elementary School,3244 W Ainslie St,Chicago,IL,60625,(773) 534-5191,http://www.hibbard.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,95.5,89.4,WEAK,STRONG,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,76,27,51,55,98,,,96,56,78,48,99,,,39,55,36,34,28,55,,,44,44,34,39,29,77,,,1.5,0.4,64.3,,1.7,,96.2,96.8,95.8,96.7,79.1,,,1153660.42,1932405.972,41.97036267,-87.71036214,"{'latitude': '-87.71036214', 'longitude': '41.97036267'}",,,,,,
610116,Parkside Elementary Community Academy,6938 S East End Ave,Chicago,IL,60649,(773) 535-0940,http://www.parkside.cps.k12.il.us,,LEVEL 3,ON PROBATION,7,PARTIALLY ORGANIZED,89.4,100,WEAK,WEAK,WEAK,STRONG,NEUTRAL,WEAK,WEAK,WEAK,WEAK,NOT CERTIFIED,EXCELLING,4,17,12,35,4,23,66,6,7,53,39,33,1,35,1,1,0,0,2,0,1,17,1,16,1,3,1,2,0,3,86.9,44.7,63.5,57.7,2.3,2.1,87.6,89.9,94.8,94.1,41.5,,,1188940.542,1859149.081,41.76856599,-87.58299131,"{'latitude': '-87.58299131', 'longitude': '41.76856599'}",,,,,,
609901,Edgebrook Elementary School,6525 N Hiawatha Ave,Chicago,IL,60646,(773) 534-1194,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,94.8,66.7,VERY STRONG,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,94,78,99,95,56,64,98,67,71,89,61,59,14,43,98,99,99,98,96,93,88,94,90,93,92,93,90,88,78,78,1.8,2.2,45,52.6,1.6,1.5,96.2,96.7,95.9,96.9,88.8,,,1139595.896,1942911.685,41.99946016,-87.7618211,"{'latitude': '-87.7618211', 'longitude': '41.99946016'}",,,,,,
400026,Chicago Intl Charter - Loomis Primary,9535 S Loomis St,Chicago,IL,60643,(773) 429-8955,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,PARTIALLY ORGANIZED,0,89.7,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,STRONG,STRONG,STRONG,NOT CERTIFIED,STRONG,,,,,,,,,,,,,,,84,84,,,,,,,90,90,,,,,,,,,,,,,97.8,94.7,,,,,,1168746.309,1841374.868,41.72025066,-87.65752453,"{'latitude': '-87.65752453', 'longitude': '41.72025066'}",,,,,,
610215,Francisco I Madero Middle School,3202 W 28th St,Chicago,IL,60623,(773) 535-4466,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,95.9,79.2,STRONG,STRONG,STRONG,VERY STRONG,STRONG,NEUTRAL,WEAK,WEAK,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,EXCELLING,60,,,,38,75,64,56,,,,38,67,63,40,,,,,27,51,52,40,,,,,29,52,47,2.6,9,40,51.9,3,4.2,93.6,95.3,93.7,95.9,73.2,,,1155440.547,1885270.824,41.84098398,-87.70508585,"{'latitude': '-87.70508585', 'longitude': '41.84098398'}",,,,,,
609947,Alexander Graham Elementary School,4436 S Union Ave,Chicago,IL,60609,(773) 535-1308,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,83,93.3,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EMERGING,57,30,49,94,62,37,44,88,78,83,99,55,24,89,21,27,11,33,52,44,11,6,48,44,33,70,94,66,19,31,30,29.2,85.5,82.4,1.7,2.1,92.3,93,95,94.7,63.9,,,1172335.702,1875308.997,41.81329195,-87.64338051,"{'latitude': '-87.64338051', 'longitude': '41.81329195'}",,,,,,
400146,KIPP Charter Create,4837 W Erie St,Chicago,IL,60644,(773) 938-8553,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,0,100,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.6,,,,,,,1143837.542,1903833.468,41.89214726,-87.74720007,"{'latitude': '-87.74720007', 'longitude': '41.89214726'}",,,,,,
610171,Arnold Mireles Elementary Academy,9000 S Exchange Ave,Chicago,IL,60617,(773) 535-6360,http://www.mireles.cps.k12.il.us,,LEVEL 2,ON PROBATION,7,NOT YET ORGANIZED,86.3,85.7,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,0,7,9,1,18,57,5,98,5,70,98,96,97,95,2,0,1,2,1,5,15,11,15,0,1,14,34,30,33,32,16.9,5.4,83,65.3,2.7,3.7,91.8,93.1,94.8,95.2,56,,,1197292.129,1845782.158,41.73168217,-87.55282373,"{'latitude': '-87.55282373', 'longitude': '41.73168217'}",,,,,,
609921,Telpochcalli Elementary School,2832 W 24th Blvd,Chicago,IL,60623,(773) 534-1402,http://www.telpochcalli.cps.k12.il.us,,LEVEL 2,ON PROBATION,3,PARTIALLY ORGANIZED,96.9,45,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,STRONG,STRONG,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,64,,7,41,72,89,85,1,,63,53,7,1,0,21,,,9,19,9,31,48,28,,,56,41,12,27,9,2.6,2.9,17.5,33.3,1.1,2.1,95.3,96,94.6,96,72.2,,,1157725.352,1887836.509,41.84797834,-87.6966316,"{'latitude': '-87.6966316', 'longitude': '41.84797834'}",,,,,,
609883,Charles S Deneen Elementary School,7240 S Wabash Ave,Chicago,IL,60619,(773) 535-3035,http://www.deneen.cps.k12.il.us,,LEVEL 2,ON PROBATION,7,PARTIALLY ORGANIZED,93,100,WEAK,NEUTRAL,STRONG,VERY WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,DEVELOPING,93,84,93,55,41,98,22,99,99,96,99,84,99,88,10,8,4,31,24,2,42,4,17,15,27,41,41,3,23,9,8.8,24.6,100,82.5,2.4,2.7,95.4,94.7,96.3,96.9,68.7,,,1177940.398,1856846.453,41.76250359,-87.62338156,"{'latitude': '-87.62338156', 'longitude': '41.76250359'}",,,,,,
609839,Carroll-Rosenwald Specialty Elementary School,2929 W 83rd St,Chicago,IL,60652,(773) 535-9414,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,88.9,79.3,STRONG,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NOT CERTIFIED,DEVELOPING,1,8,15,1,5,52,5,25,90,74,5,52,4,34,9,12,8,16,7,6,14,13,13,7,34,35,6,14,10,24,10.4,7.3,43.6,42.9,1.9,2.1,95.5,95.8,94.5,95.6,76.2,,,1158181.605,1849398.28,41.74248931,-87.696003,"{'latitude': '-87.696003', 'longitude': '41.74248931'}",,,,,,
610129,Josiah Pickard Elementary School,2301 W 21st Pl,Chicago,IL,60608,(773) 535-7280,http://www.pickard.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,99.4,86.1,WEAK,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,NEUTRAL,STRONG,STRONG,PENDING CERTIFICATION,DEVELOPING,42,89,31,9,73,78,18,80,98,31,23,87,87,84,23,,81,15,9,19,31,25,32,,84,38,11,28,31,39,4.1,5.8,78.8,86.4,1.5,1.8,94.9,96.3,96.2,96.4,74.4,,,1161333.371,1889647.219,41.85287295,-87.6833397,"{'latitude': '-87.6833397', 'longitude': '41.85287295'}",,,,,,
610038,Abraham Lincoln Elementary School,615 W Kemper Pl,Chicago,IL,60614,(773) 534-5720,http://www.lincoln.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,92.4,81.4,VERY STRONG,STRONG,STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,NEUTRAL,WEAK,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,98,78,99,73,83,98,92,99,95,99,58,54,99,88,99,99,99,99,98,99,99,98,99,96,99,99,99,98,99,97,0.6,2.6,26.3,40.8,1.4,4,95.2,95.9,95.3,96.4,87.6,,,1171699.458,1915829.428,41.92449696,-87.64452163,"{'latitude': '-87.64452163', 'longitude': '41.92449696'}",,,,,,
609861,Henry R Clissold Elementary School,2350 W 110th Pl,Chicago,IL,60643,(773) 535-2560,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,82.1,71.9,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,88,68,59,84,99,57,68,83,65,74,55,74,56,96,73,97,59,76,67,77,51,55,66,81,49,79,68,65,46,65,1.3,2.6,29.2,65.2,1.9,2.1,95,95.8,95.6,96.5,80.1,,,1162450.244,1831415.599,41.69305404,-87.6808619,"{'latitude': '-87.6808619', 'longitude': '41.69305404'}",,,,,,
609995,Rufus M Hitch Elementary School,5625 N McVicker Ave,Chicago,IL,60646,(773) 534-1189,http://www.hitchschool.org,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,98.8,100,VERY STRONG,STRONG,NEUTRAL,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,STRONG,90,97,37,58,85,92,75,99,99,90,90,62,91,94,70,64,88,65,64,70,70,57,69,58,83,78,67,64,66,52,1.8,0.6,21.7,10.3,2.9,1.7,95.4,96.3,96.3,96.8,81.3,,,1134940.195,1937129.571,41.98367756,-87.77908614,"{'latitude': '-87.77908614', 'longitude': '41.98367756'}",,,,,,
610142,William H Ray Elementary School,5631 S Kimbark Ave,Chicago,IL,60637,(773) 535-0970,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,84.8,66.7,STRONG,WEAK,WEAK,WEAK,WEAK,STRONG,VERY WEAK,NEUTRAL,WEAK,NOT CERTIFIED,DEVELOPING,18,25,4,32,76,,,44,65,5,60,78,,,63,87,72,39,47,55,,,65,87,80,47,64,41,,,3.9,4.6,40.6,40,2.9,1.8,94.9,95.6,95.7,97,79.6,,,1185667.78,1867788.013,41.79234967,-87.59471544,"{'latitude': '-87.59471544', 'longitude': '41.79234967'}",,,,,,
609797,Jacob Beidler Elementary School,3151 W Walnut St,Chicago,IL,60612,(773) 534-6811,http://www.beidler.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,MODERATELY ORGANIZED,75.3,80,NEUTRAL,VERY STRONG,STRONG,WEAK,VERY WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,PENDING CERTIFICATION,DEVELOPING,99,59,99,86,98,76,88,99,99,99,99,99,99,99,19,31,3,94,26,13,15,11,56,33,22,99,95,13,54,40,37.1,18.5,88.4,82.4,2.1,2.4,93.5,95.5,95.4,96.4,64,,,1155122.862,1901415.832,41.88529401,-87.70581859,"{'latitude': '-87.70581859', 'longitude': '41.88529401'}",,,,,,
609954,John Milton Gregory Elementary School,3715 W Polk St,Chicago,IL,60624,(773) 534-6820,http://www.gregory.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,MODERATELY ORGANIZED,87.9,100,NEUTRAL,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,99,91,99,97,56,81,52,99,99,99,98,97,97,87,14,5,18,78,7,9,3,18,56,55,34,99,51,39,23,38,3.9,3.4,81.3,73.3,4.6,5.5,95.3,95.3,93.7,95.5,60.8,,,1151660.565,1896077.812,41.87071468,-87.71867323,"{'latitude': '-87.71867323', 'longitude': '41.87071468'}",,,,,,
